date,close,volume,open,high,low,change,year,nChange
2013-04-02,44.34,6600998.0000,43.6,45.5,43.5101,0.01697247706422023,2013,0.5396778394434374
2013-04-03,41.1,5643205.0000,43.1,43.47,40.2105,-0.04640371229698376,2013,0.3167357705477721
2013-04-04,42.01,2264742.0000,41.11,42.25,40.811,0.02189248358063728,2013,0.5569852295343543
2013-04-05,41.37,1552097.0000,42.0,42.0,40.5,-0.01500000000000006,2013,0.4272064167172878
2013-04-08,41.83,1679001.0000,41.97,42.5499,41.51,-0.0033357159876102114,2013,0.46823853991876113
2013-04-09,40.5,1696036.0000,41.8,41.8299,40.33,-0.031100478468899455,2013,0.37056883695355625
2013-04-10,41.86,2121088.0000,40.7,42.01,40.61,0.028501228501228416,2013,0.580233191903992
2013-04-11,43.59,3446342.0000,42.06,44.55,41.75,0.036376604850214,2013,0.607936856549529
2013-04-12,43.75,3149372.0000,43.25,45.139,43.05,0.011560693641618497,2013,0.5206404974257005
2013-04-15,43.3,1677780.0000,43.5,43.8,42.51,-0.004597701149425352,2013,0.46379918208222126
2013-04-16,45.59,3180338.0000,44.19,46.14,43.91,0.03168137587689535,2013,0.5914201793589101
2013-04-17,45.45,2118428.0000,45.5,45.95,44.54,-0.0010989010989010365,2013,0.4761071123913547
2013-04-18,46.97,3367887.0000,45.98,47.599,45.3901,0.021531100478468946,2013,0.5557139713966622
2013-04-19,47.83,3011536.0000,47.46,49.88,47.07,0.007796038769490043,2013,0.5073973543094903
2013-04-22,50.19,3939327.0000,48.6,50.2,47.75,0.032716049382715974,2013,0.5950599099003678
2013-04-23,51.01,3733250.0000,51.0,52.92,50.66,0.00019607843137251,2013,0.4806625364167925
2013-04-24,50.43,2629908.0000,50.9,51.05,48.98,-0.009233791748526501,2013,0.44749053935426214
2013-04-25,52.0,2795635.0000,50.5,52.4,50.5,0.0297029702970297,2013,0.5844606281846331
2013-04-26,51.2,3620350.0000,53.13,53.74,50.62,-0.03632599284773197,2013,0.352186744271693
2013-04-29,54.94,3638381.0000,51.76,54.99,51.2,0.061437403400309114,2013,0.6960946699688991
2013-04-30,53.99,5522548.0000,56.0,58.18,53.76,-0.03589285714285711,2013,0.3537104106696051
2013-05-01,53.28,2742593.0000,55.99,55.99,53.0,-0.048401500267905,2013,0.3097080368209365
2013-05-02,54.11,3045669.0000,53.85,55.27,53.7,0.004828226555246016,2013,0.4969573104727364
2013-05-03,54.55,3378303.0000,56.47,56.47,54.5,-0.03400035417035597,2013,0.3603677772978815
2013-05-06,59.5,4365030.0000,56.39,59.66,55.5,0.05515162262812554,2013,0.6739828171721285
2013-05-07,55.51,9985041.0000,62.0,62.37,55.12,-0.10467741935483874,2013,0.11174299732100211
2013-05-08,55.7865,5838969.0000,57.5,58.2,55.71,-0.02980000000000006,2013,0.37514360491188636
2013-05-09,69.4,28551660.0000,70.12,75.77,63.69,-0.010268111808328562,2013,0.44385205215020634
2013-05-10,76.764,25072050.0000,69.65,81.0,69.25,0.10213926776740832,2013,0.8392739608252003
2013-05-13,87.8,22343570.0000,80.99,88.0,79.151,0.08408445487097176,2013,0.7757615063651387
2013-05-14,83.24,37103240.0000,94.22,97.12,81.15,-0.11653576735300365,2013,0.07002820406752787
2013-05-15,84.842,16642860.0000,81.8,86.88,78.11,0.037188264058679726,2013,0.610792076861723
2013-05-16,92.248,21577970.0000,94.7,95.0,88.66,-0.025892291446673685,2013,0.38888997619581805
2013-05-17,91.5,18986880.0000,92.5,94.4399,87.5,-0.010810810810810811,2013,0.44194296863444876
2013-05-20,89.94,8326361.0000,91.12,92.5,88.63,-0.012949956101843798,2013,0.4344179741269176
2013-05-21,87.59,8996046.0000,88.5,89.99,85.2801,-0.010282485875706177,2013,0.443801487666101
2013-05-22,87.24,8564386.0000,86.37,90.96,85.5,0.010072941993747716,2013,0.5154069478273038
2013-05-23,92.73,12015700.0000,84.805,93.01,83.05,0.0934496786746064,2013,0.8087060931491994
2013-05-24,97.08,16077980.0000,92.6,97.95,92.0,0.04838012958963288,2013,0.6501623463812751
2013-05-28,110.334,19596090.0000,101.55,110.75,100.3,0.08649926144756284,2013,0.7842562104424028
2013-05-29,104.629,25061470.0000,113.55,114.9,99.0,-0.07856450902686035,2013,0.20360188489511438
2013-05-30,104.95,16129720.0000,102.46,109.54,101.2,0.024302166699199778,2013,0.5654619105284334
2013-05-31,97.76,15145370.0000,106.26,106.44,97.73,-0.07999247129681912,2013,0.19857865983254158
2013-06-03,92.59,19134000.0000,97.62,97.62,88.25,-0.051526326572423696,2013,0.29871565548196855
2013-06-04,94.84,8837894.0000,92.75,96.42,92.4001,0.022533692722372003,2013,0.5592408478366542
2013-06-05,95.37,12209560.0000,93.66,97.9699,89.11,0.018257527226137178,2013,0.5441983343583282
2013-06-06,97.35,9509080.0000,95.25,99.27,95.11,0.02204724409448813,2013,0.5575296395010788
2013-06-07,102.04,10706180.0000,98.0,102.9,96.7,0.04122448979591843,2013,0.6249905404402349
2013-06-10,100.05,9207140.0000,98.93,102.52,98.57,0.011321136156878502,2013,0.5197977922740388
2013-06-11,94.47,7391870.0000,98.18,98.68,94.05,-0.037787736809941005,2013,0.3470446834060058
2013-06-12,97.73,9184497.0000,96.8,100.48,95.75,0.009607438016528996,2013,0.5137694176948305
2013-06-13,98.18,5961343.0000,99.0,99.28,95.1201,-0.008282828282828215,2013,0.4508357982696988
2013-06-14,100.3,6561448.0000,100.0,102.52,99.33,0.0029999999999999714,2013,0.4905260526968302
2013-06-17,102.2,7063642.0000,103.6,104.75,101.2,-0.013513513513513433,2013,0.43243551578466793
2013-06-18,103.39,8793233.0000,101.75,103.98,99.2,0.016117936117936122,2013,0.5366717715740862
2013-06-19,104.68,8578292.0000,102.06,106.67,102.01,0.02567117381932201,2013,0.5702777456672968
2013-06-20,100.65,10103660.0000,104.65,107.13,99.45,-0.03822264691829909,2013,0.3455147750868359
2013-06-21,99.55,11702490.0000,103.7,103.7,97.5,-0.04001928640308588,2013,0.3391946329666597
2013-06-24,101.49,7115222.0000,96.5,102.87,95.3,0.05170984455958544,2013,0.6618754763708878
2013-06-25,102.4,5845857.0000,103.1,104.2,100.55,-0.006789524733268561,2013,0.45608887811220306
2013-06-26,105.72,6592090.0000,103.8,105.8699,102.66,0.018497109826589614,2013,0.545041127860977
2013-06-27,109.25,8738707.0000,106.75,110.25,106.132,0.0234192037470726,2013,0.5623558609333159
2013-06-28,107.36,5747803.0000,108.57,109.44,106.71,-0.011144883485308961,2013,0.44076778196000793
2013-07-01,117.179,10882830.0000,109.36,117.77,109.15,0.07149780541331385,2013,0.7314847251506388
2013-07-02,117.82,12061590.0000,118.255,121.89,115.5,-0.0036784913957126743,2013,0.46703273913743965
2013-07-03,115.24,4806662.0000,118.0,119.25,114.27,-0.02338983050847462,2013,0.3976930270658063
2013-07-05,120.09,6815232.0000,118.32,120.28,115.7,0.014959432048681628,2013,0.532596435132641
2013-07-08,121.61,7804363.0000,121.37,122.1799,118.82,0.0019774244047128194,2013,0.4869288796715443
2013-07-09,123.45,8567075.0000,124.64,125.32,121.91,-0.009547496790757363,2013,0.4463870010720952
2013-07-10,122.27,5692372.0000,123.19,123.25,120.79,-0.007468138647617515,2013,0.4537016788884681
2013-07-11,125.61,7480691.0000,124.88,126.09,122.35,0.005845611787315855,2013,0.5005362250586044
2013-07-12,129.9,11341990.0000,125.5,129.94,124.51,0.03505976095617534,2013,0.6033045189932839
2013-07-15,127.26,9914409.0000,133.03,133.259,126.82,-0.04337367511087722,2013,0.3273947067493689
2013-07-16,109.05,32325350.0000,126.28,126.32,107.3,-0.13644282546721573,2013,0.0
2013-07-17,120.25,25994150.0000,106.52,121.62,104.5,0.12889598197521596,2013,0.9333975943611462
2013-07-18,119.03,11364370.0000,120.97,122.73,116.18,-0.016037033975365773,2013,0.4235583826162559
2013-07-19,119.68,5883963.0000,118.5,120.55,116.51,0.009957805907173054,2013,0.5150019269889695
2013-07-22,122.43,9797193.0000,119.89,126.68,119.88,0.02118608724664281,2013,0.5545002984940313
2013-07-23,122.74,7735416.0000,124.0,125.56,121.82,-0.010161290322580686,2013,0.44422782423867024
2013-07-24,121.7,6866543.0000,124.47,124.5,119.56,-0.022254358479954977,2013,0.40168734237196274
2013-07-25,124.07,5283874.0000,120.4,124.75,120.19,0.030481727574750726,2013,0.5872001074813951
2013-07-26,129.39,9627227.0000,128.14,130.68,126.61,0.009754955517402842,2013,0.5142883484979386
2013-07-29,134.62,9678085.0000,129.32,135.37,128.25,0.040983606557377136,2013,0.6241431716081233
2013-07-30,131.74,13119920.0000,134.8,137.49,128.18,-0.02270029673590506,2013,0.40011863970328987
2013-07-31,134.28,6338258.0000,132.57,134.975,131.45,0.012898845892735974,2013,0.5253477926160318
2013-08-01,135.55,5307491.0000,135.0,136.52,132.631,0.004074074074074159,2013,0.4943043848849102
2013-08-02,138.0,6221159.0000,134.59,138.25,133.61,0.025336206256036827,2013,0.5690994109910651
2013-08-05,144.68,10170820.0000,140.01,144.89,139.65,0.0333547603742591,2013,0.5973067403159592
2013-08-06,142.15,9252258.0000,144.75,145.73,141.1,-0.017962003454231393,2013,0.41678680668995033
2013-08-07,134.23,17818600.0000,141.89,141.95,132.36,-0.0539854817111847,2013,0.29006494391510373
2013-08-08,153.48,27233590.0000,154.355,158.88,150.46,-0.005668750607366137,2013,0.46003148976039365
2013-08-09,153.0,8926196.0000,152.4,155.95,151.25,0.003937007874015711,2013,0.49382221922419917
2013-08-12,147.38,14885790.0000,149.43,150.5,142.05,-0.013718798099444632,2013,0.43171337438170265
2013-08-13,145.43,8724841.0000,149.5,149.84,144.45,-0.027224080267558484,2013,0.3842050660102597
2013-08-14,139.36,11680010.0000,142.72,144.8399,138.05,-0.023542600896860885,2013,0.397155617877969
2013-08-15,139.67,10179070.0000,136.4301,143.5999,135.0,0.02374769204156544,2013,0.5635114031128063
2013-08-16,142.0,7093792.0000,141.63,143.907,140.97,0.002612440867047974,2013,0.48916271362910424
2013-08-19,144.9,8021902.0000,143.427,147.38,142.83,0.010270032839005301,2013,0.5161002656371154
2013-08-20,149.58,6387825.0000,148.65,149.78,147.0,0.0062563067608476745,2013,0.5019809504043079
2013-08-21,147.86,6249798.0000,150.0,150.3091,146.25,-0.014266666666666575,2013,0.42978610559052893
2013-08-22,157.1,10544220.0000,149.22,157.48,148.14,0.05280793459321804,2013,0.6657382908821312
2013-08-23,161.839,12913320.0000,157.0,162.3,155.0,0.030821656050955406,2013,0.5883958934465261
2013-08-26,164.22,24071200.0000,165.15,173.0,160.25,-0.0056312443233424575,2013,0.46016342777435604
2013-08-27,167.01,17515670.0000,162.3,168.8,160.9501,0.02902033271719026,2013,0.5820592746812225
2013-08-28,166.45,14713320.0000,169.06,171.5,163.25,-0.015438305926889943,2013,0.4256645627318243
2013-08-29,166.06,9435470.0000,164.215,167.75,162.51,0.011235270833967657,2013,0.5194957388857065
2013-08-30,169.0,10997830.0000,166.37,169.21,163.96,0.015808138486505953,2013,0.5355819786157815
2013-09-03,168.94,12021470.0000,173.4,173.7,166.4,-0.025720876585928535,2013,0.389492972117144
2013-09-04,170.622,11447440.0000,169.77,171.62,165.56,0.005018554514931989,2013,0.49762683809073893
2013-09-05,169.93,6685292.0000,170.1,171.5,168.25,-0.0009994121105231482,2013,0.4764570905318026
2013-09-06,166.97,8601839.0000,168.57,169.7,165.15,-0.009491605861066586,2013,0.44658361181223843
2013-09-09,160.7,14311250.0000,163.12,164.5,158.51,-0.01483570377636106,2013,0.4277843709991564
2013-09-10,166.37,8947680.0000,161.45,167.5,160.63,0.030473830907401772,2013,0.5871723289201735
2013-09-11,163.52,5815497.0000,166.41,167.895,162.13,-0.017366744786971856,2013,0.418880782363536
2013-09-12,164.93,6095815.0000,164.0,166.76,160.51,0.005670731707317115,2013,0.4999210393360714
2013-09-13,165.54,5396873.0000,162.77,166.37,162.16,0.017017877987343992,2013,0.5398375488837336
2013-09-16,166.58,7579727.0000,168.0,170.85,165.85,-0.008452380952380878,2013,0.450239353085508
2013-09-17,166.23,5496924.0000,165.08,168.42,163.361,0.006966319360310015,2013,0.5044786025897992
2013-09-18,166.218,5322343.0000,167.07,167.45,164.2,-0.00509965882564197,2013,0.46203341667471154
2013-09-19,177.92,15577020.0000,170.8,180.47,169.08,0.04168618266978909,2013,0.6266146640351149
2013-09-20,183.39,13375710.0000,178.9,185.83,178.56,0.02509782001117932,2013,0.5682608259773481
2013-09-23,181.11,8172719.0000,184.48,185.48,177.11,-0.0182675628794448,2013,0.4157119227135819
2013-09-24,182.33,6272442.0000,179.14,184.96,177.65,0.01780730155185903,2013,0.5426145495914427
2013-09-25,185.238,8235227.0000,183.56,186.3,180.5,0.009141425147090855,2013,0.512130097402908
2013-09-26,188.64,6614193.0000,186.7,189.68,185.611,0.010391001606855906,2013,0.5165258044340707
2013-09-27,190.9,5915047.0000,187.52,191.28,186.43,0.018024744027303728,2013,0.5433794595020899
2013-09-30,193.37,8923283.0000,189.0,194.5,188.0,0.023121693121693147,2013,0.5613092906833674
2013-10-01,193.0,7754694.0000,193.96,194.23,188.37,-0.004949474118374963,2013,0.46256173006325835
2013-10-02,180.95,20717780.0000,188.59,191.83,175.4,-0.04051116177952179,2013,0.33746433464536957
2013-10-03,173.31,23764970.0000,175.045,179.69,168.0,-0.009911736981918851,2013,0.44510569238801384
2013-10-04,180.98,14367650.0000,176.4,181.18,172.65,0.025963718820861587,2013,0.5713068480564703
2013-10-07,183.07,11461000.0000,182.46,186.73,180.26,0.003343198509262223,2013,0.49173334184545286
2013-10-08,174.73,13724220.0000,184.4,185.93,173.21,-0.0524403470715836,2013,0.29550035296615496
2013-10-09,168.78,15301220.0000,174.73,174.99,161.5,-0.034052538201796996,2013,0.3601842065270598
2013-10-10,172.93,8836616.0000,173.09,175.75,169.69,-0.0009243746028077682,2013,0.4767210542914331
2013-10-11,178.7,8296133.0000,172.75,179.288,171.2,0.03444283646888561,2013,0.6011343282176143
2013-10-14,179.72,7757278.0000,175.0,182.5,174.15,0.026971428571428566,2013,0.5748517266441889
2013-10-15,183.94,10955250.0000,185.28,188.789,183.18,-0.0072322970639033,2013,0.45453131240122496
2013-10-16,183.56,8189484.0000,184.9,187.3,182.09,-0.007247160627366162,2013,0.4544790259885679
2013-10-17,182.802,6689169.0000,183.54,184.8,180.99,-0.0040209218698921195,2013,0.4658281517500316
2013-10-18,183.4,5907096.0000,184.15,185.96,182.52,-0.0040727667662231876,2013,0.46564577397430496
2013-10-21,172.6,11517300.0000,183.28,183.39,171.0,-0.058271497162811034,2013,0.27498778068178853
2013-10-22,171.54,11385930.0000,170.5,177.78,166.11,0.006099706744867988,2013,0.5014300695150732
2013-10-23,164.5,13319270.0000,168.91,171.81,160.15,-0.02610857853294652,2013,0.3881291306641585
2013-10-24,173.15,10782700.0000,165.0,174.5,162.8255,0.04939393939393943,2013,0.6537286834791186
2013-10-25,169.66,7577453.0000,174.21,174.5,166.8,-0.026117903679467373,2013,0.3880963270595387
2013-10-28,162.86,7807152.0000,170.18,170.5,162.2,-0.043013280056410814,2013,0.3286624891747934
2013-10-29,164.47,14083380.0000,162.76,165.4458,153.0,0.010506266896043304,2013,0.5169312797758719
2013-10-30,159.22,8373362.0000,164.63,167.6799,158.17,-0.03286156836542548,2013,0.36437374966604086
2013-10-31,159.94,9332945.0000,155.67,162.44,153.3,0.02742981948994675,2013,0.5764642347606833
2013-11-01,162.17,7160261.0000,163.0,165.9,160.41,-0.005092024539877378,2013,0.4620602722411326
2013-11-04,175.2,13053120.0000,165.0,175.3899,164.22,0.06181818181818175,2013,0.6974341561249302
2013-11-05,176.81,21714180.0000,180.0,181.43,171.3601,-0.01772222222222221,2013,0.41763029893025855
2013-11-06,151.16,31029770.0000,154.81,160.73,146.355,-0.023577288288870263,2013,0.3970335960426849
2013-11-07,139.772,22187220.0000,144.19,145.65,137.62,-0.030640127609404304,2013,0.3721882396672286
2013-11-08,137.95,22446140.0000,136.48,140.6,132.32,0.010770808909730355,2013,0.5178618744429808
2013-11-11,144.698,13964490.0000,141.0,145.42,137.1,0.026226950354609983,2013,0.572232832772875
2013-11-12,137.8,14904150.0000,144.69,144.7,136.18,-0.047619047619047526,2013,0.31246051553743
2013-11-13,138.7,12619540.0000,140.84,142.37,136.3425,-0.015194547003692237,2013,0.42652204752536005
2013-11-14,137.6,12162530.0000,138.92,140.4,134.111,-0.009501871580765861,2013,0.44654749949921485
2013-11-15,135.45,9870719.0000,136.85,137.95,134.35,-0.010230179028133035,2013,0.4439854904742993
2013-11-18,121.58,23052140.0000,135.27,135.45,119.61,-0.10120499741258232,2013,0.12395813584050495
2013-11-19,126.09,19783890.0000,119.43,129.0,119.22,0.055764883195177056,2013,0.6761401191647013
2013-11-20,121.11,13830110.0000,126.08,127.45,119.06,-0.03941941624365481,2013,0.34130483075166895
2013-11-21,122.1,11890950.0000,122.89,124.789,120.25,-0.006428513304581384,2013,0.4573588287926989
2013-11-22,121.38,11095140.0000,121.58,122.75,117.93,-0.0016450074025333348,2013,0.4741860428162364
2013-11-25,120.84,10257990.0000,124.5,125.84,120.3,-0.029397590361445756,2013,0.3765591844578818
2013-11-26,120.5,13869230.0000,119.38,122.72,116.1,0.009381805997654587,2013,0.5129756989559163
2013-11-27,126.94,12342800.0000,121.31,126.95,119.52,0.04641002390569611,2013,0.6432319922286028
2013-11-29,127.28,9716219.0000,129.77,130.59,126.98,-0.019187793789011396,2013,0.4124747734796442
2013-12-02,124.17,7642470.0000,126.35,128.55,123.931,-0.017253660466956807,2013,0.4192785855845552
2013-12-03,144.7,25620170.0000,132.68,144.94,131.59,0.0905939101597828,2013,0.7986601918825067
2013-12-04,138.95,13121620.0000,144.32,144.43,137.13,-0.03720898004434593,2013,0.34908060939034896
2013-12-05,140.48,9277795.0000,140.15,143.35,139.5,0.002354620049946372,2013,0.4882557625020586
2013-12-06,137.36,7881590.0000,141.51,142.49,136.3,-0.029326549360469065,2013,0.37680908947574104
2013-12-09,141.6,9014394.0000,137.0,141.7,134.21,0.033576642335766384,2013,0.5980872672622407
2013-12-10,142.19,10725610.0000,140.05,145.87,139.86,0.015280257051053096,2013,0.5337250197083797
2013-12-11,139.65,7128291.0000,141.88,143.05,139.49,-0.015717507753030657,2013,0.4246823983987102
2013-12-12,147.47,10741360.0000,139.7,148.24,138.53,0.05561918396564074,2013,0.6756275845993268
2013-12-13,147.654,10590620.0000,148.05,151.8,147.32,-0.002674772036474265,2013,0.4705635804959172
2013-12-16,147.94,6660961.0000,148.48,150.43,146.1,-0.0036368534482758086,2013,0.4671792113415862
2013-12-17,152.46,10472460.0000,147.58,154.63,146.3235,0.033066811221032624,2013,0.5962938050069082
2013-12-18,147.98,11565140.0000,152.24,154.9,145.95,-0.027982133473463077,2013,0.3815384186185373
2013-12-19,140.72,12730030.0000,146.9,147.0,139.1,-0.04206943498978902,2013,0.3319827072881033
2013-12-20,143.24,7352177.0000,141.58,144.35,141.58,0.01172481988981492,2013,0.5212178537751719
2013-12-23,143.55,5330909.0000,144.85,146.24,142.601,-0.008974801518812447,2013,0.4484016041913595
2013-12-24,151.41,9941485.0000,150.0,154.97,149.82,0.009399999999999978,2013,0.513039701045112
2013-12-26,155.5,7111247.0000,155.04,158.0,154.29,0.002966976264189938,2013,0.4904098832007093
2013-12-27,151.12,5459669.0000,155.3,155.4999,150.8,-0.026915647134578276,2013,0.385290058993834
2013-12-30,152.44,4461968.0000,151.12,154.81,150.75,0.008734780307040717,2013,0.5106996194448562
2013-12-31,150.429,4262398.0000,152.32,153.2,148.661,-0.01241465336134448,2013,0.4363010393862103
2014-01-02,150.1,6188202.0000,149.8,152.4769,146.55,0.0020026702269691785,2014,0.4870176883535041
2014-01-03,149.56,4691589.0000,150.0,152.19,148.601,-0.002933333333333318,2014,0.46965402454061084
2014-01-06,147.0,5361072.0000,150.0,150.4,145.24,-0.02,2014,0.40961762894519294
2014-01-07,149.36,5034083.0000,147.62,150.4,145.25,0.011787020728898584,2014,0.5214366612467498
2014-01-08,151.28,6154868.0000,148.85,153.7,148.76,0.01632515955660065,2014,0.537400733390901
2014-01-09,147.53,5380624.0000,152.5,153.43,146.85,-0.03259016393442622,2014,0.36532848465349127
2014-01-10,145.7199,7445861.0000,148.46,148.9,142.25,-0.01845682338677093,2014,0.4150461501341822
2014-01-13,139.34,6314832.0000,145.78,147.0,137.82,-0.04417615585128274,2014,0.3245717740625316
2014-01-14,161.27,27558800.0000,140.5,162.0,136.671,0.14782918149466198,2014,1.0
2014-01-15,164.13,20461310.0000,168.45,172.23,162.1,-0.0256455921638468,2014,0.3897578044616521
2014-01-16,170.97,11957980.0000,162.5,172.7,162.4,0.05212307692307692,2014,0.6633291276392904
2014-01-17,170.01,9205616.0000,170.19,173.2,167.95,-0.0010576414595452543,2014,0.4762522537993911
2014-01-21,176.68,9550446.0000,171.24,177.29,170.81,0.031768278439616895,2014,0.5917258815054223
2014-01-22,178.56,7021769.0000,177.81,180.319,174.76,0.004217985490129914,2014,0.49481063035590755
2014-01-23,181.5,7863768.0000,177.23,182.38,173.42,0.024092986514698475,2014,0.5647260653541691
2014-01-24,174.6,7684134.0000,177.85,180.48,173.531,-0.018273826258082656,2014,0.4156898896660624
2014-01-27,169.62,8714715.0000,175.16,177.92,164.71,-0.03162822562228815,2014,0.36871235041790007
2014-01-28,178.38,6090396.0000,171.5,178.98,171.0,0.040116618075801726,2014,0.6210933163274671
