date,close,volume,open,high,low,change
2011-12-05,34.42,1160050.0000,33.53,35.0,33.4301,3.3633633633633773
2011-12-06,34.87,951710.0000,34.2,34.98,34.031,1.3073794305636135
2011-12-07,34.19,674244.0000,34.63,34.89,33.8,-1.950100372813306
2011-12-08,30.89,3304884.0000,30.84,31.65,29.61,-9.651945013161734
2011-12-09,31.04,1239444.0000,30.54,31.12,30.28,0.48559404337973
2011-12-12,30.41,758657.0000,30.44,30.62,30.02,-2.0296391752577287
2011-12-13,29.45,994015.0000,30.57,30.93,28.911,-3.1568562972706373
2011-12-14,28.53,1163840.0000,29.5,29.68,28.0,-3.1239388794567002
2011-12-15,28.62,700261.0000,28.67,29.17,28.12,0.31545741324921084
2011-12-16,28.0,1029605.0000,28.79,28.93,27.98,-2.1663172606568866
2011-12-19,27.75,986952.0000,28.09,28.5,27.37,-0.8928571428571428
2011-12-20,27.9,843281.0000,28.05,28.45,27.715,0.5405405405405355
2011-12-21,27.57,1705407.0000,27.91,28.07,26.03,-1.182795698924725
2011-12-22,27.77,1009302.0000,27.6,28.05,27.3,0.7254261878853802
2011-12-23,27.9,591390.0000,28.0,28.0,27.52,0.46813107670147286
2011-12-27,28.57,777403.0000,27.66,28.77,27.64,2.401433691756279
2011-12-28,28.51,575138.0000,28.99,29.2395,28.04,-0.2100105005250218
2011-12-29,28.73,488150.0000,28.59,29.34,28.549,0.7716590669940331
2011-12-30,28.56,339660.0000,28.49,28.98,28.25,-0.5917159763313669
2012-01-03,28.08,928052.0000,28.94,29.5,27.65,-1.6806722689075646
2012-01-04,27.71,630036.0000,28.21,28.67,27.5,-1.3176638176638087
2012-01-05,27.12,1005432.0000,27.76,27.93,26.85,-2.129195236376759
2012-01-06,26.91,986287.0000,27.2,27.79,26.41,-0.7743362831858438
2012-01-09,27.25,896951.0000,27.0,27.49,26.12,1.2634708286882195
2012-01-10,27.62,671532.0000,27.44,27.76,27.25,1.3577981651376183
2012-01-11,28.23,672139.0000,27.62,28.38,27.3,2.208544532947138
2012-01-12,28.25,729300.0000,28.48,28.62,27.805,0.07084661707403321
2012-01-13,22.79,5466729.0000,28.4,28.5,22.64,-19.327433628318587
2012-01-17,26.6,4651291.0000,26.62,27.34,26.41,16.71785870996052
2012-01-18,26.81,1260183.0000,26.69,26.88,26.25,0.7894736842105161
2012-01-19,26.76,1246222.0000,27.19,27.74,26.61,-0.1864975755315075
2012-01-20,26.6,662289.0000,26.9,27.0,26.4,-0.5979073243647239
2012-01-23,26.77,594533.0000,26.81,27.21,26.6,0.6390977443608953
2012-01-24,27.42,857914.0000,26.63,27.68,26.4399,2.428091146806134
2012-01-25,27.97,611112.0000,27.27,28.01,27.05,2.005835156819829
2012-01-26,28.94,1271028.0000,28.07,29.58,28.0,3.4680014301036914
2012-01-27,29.33,748361.0000,28.5,29.72,28.5,1.3476157567380684
2012-01-30,29.57,728979.0000,29.49,29.61,28.529,0.8182748039550017
2012-01-31,29.07,956313.0000,29.9,30.0,28.87,-1.6909029421711192
2012-02-01,29.58,522924.0000,29.07,29.7,29.0,1.754385964912274
2012-02-02,30.25,805610.0000,29.72,30.88,29.605,2.265043948613934
2012-02-03,31.15,764418.0000,30.41,31.33,30.25,2.975206611570243
2012-02-06,31.8,651861.0000,31.1,31.9,31.05,2.086677367576251
2012-02-07,31.6,1021503.0000,31.8,31.8,30.82,-0.6289308176100606
2012-02-08,31.93,623626.0000,31.6,32.01,31.29,1.0443037974683491
2012-02-09,32.58,1276944.0000,32.0,32.9,31.43,2.03570310053241
2012-02-10,31.1,1874139.0000,32.26,32.2695,29.84,-4.542664211172489
2012-02-13,31.49,1157858.0000,31.55,32.06,30.9,1.254019292604492
2012-02-14,33.17,1810609.0000,31.74,33.79,31.4,5.335026992696105
2012-02-15,33.6,2757062.0000,33.1,34.41,32.27,1.2963521254145303
2012-02-16,34.18,2219636.0000,33.5,34.51,32.54,1.7261904761904712
2012-02-17,34.97,1376645.0000,33.99,34.97,33.5,2.311293153891162
2012-02-21,34.5,1135788.0000,34.87,34.87,33.81,-1.3440091507005973
2012-02-22,34.22,1654570.0000,34.5,34.72,32.5,-0.8115942028985541
2012-02-23,34.53,820345.0000,33.99,34.97,33.56,0.9059029807130401
2012-02-24,33.75,959766.0000,34.23,34.52,33.27,-2.2589052997393604
2012-02-27,33.62,605953.0000,33.41,34.0,33.0,-0.3851851851851928
2012-02-28,33.81,612183.0000,33.64,34.44,33.17,0.5651397977394552
2012-02-29,33.41,535584.0000,33.81,34.12,33.14,-1.18308192842356
2012-03-01,34.41,703435.0000,33.51,34.5,33.305,2.99311583358276
2012-03-02,34.04,549971.0000,34.4,34.5,33.71,-1.0752688172042937
2012-03-05,33.77,466938.0000,34.35,34.4,33.46,-0.793184488836651
2012-03-06,33.11,573749.0000,33.25,33.28,32.62,-1.9543973941368187
2012-03-07,33.12,364831.0000,33.12,33.315,32.9105,0.030202355783745125
2012-03-08,33.07,633267.0000,33.11,33.49,33.04,-0.15096618357487065
2012-03-09,34.74,1553323.0000,33.2,35.31,33.2,5.049894163894774
2012-03-12,36.01,1962400.0000,34.69,36.29,34.6,3.6557282671272193
2012-03-13,36.09,1001543.0000,36.51,36.59,35.5,0.22216051096919023
2012-03-14,35.29,851464.0000,36.0,36.0,34.8,-2.216680520919934
2012-03-15,35.0,571596.0000,35.28,35.48,34.78,-0.8217625389628767
2012-03-16,35.32,728336.0000,34.9,35.89,34.83,0.914285714285715
2012-03-19,34.98,1015586.0000,35.26,35.32,34.54,-0.962627406568526
2012-03-20,34.96,567001.0000,34.98,35.2,34.57,-0.057175528873630706
2012-03-21,35.15,607103.0000,34.94,35.3,34.6,0.5434782608695587
2012-03-22,34.4,522353.0000,34.97,35.15,34.3,-2.1337126600284497
2012-03-23,34.08,1170567.0000,34.26,34.63,33.15,-0.9302325581395358
2012-03-26,37.4,3140470.0000,35.59,38.09,35.0414,9.741784037558688
2012-03-27,37.94,2539178.0000,37.16,39.95,37.03,1.443850267379677
2012-03-28,37.85,954870.0000,37.78,38.44,37.1104,-0.23721665788085483
2012-03-29,37.33,796335.0000,38.19,38.19,37.03,-1.373844121532373
2012-03-30,37.24,886312.0000,37.52,37.94,36.68,-0.24109295472809086
2012-04-02,36.58,1028004.0000,37.33,37.97,36.53,-1.7722878625134362
2012-04-03,38.01,1074804.0000,36.7,38.4696,36.67,3.909240021869874
2012-04-04,35.0,4481309.0000,35.27,35.49,34.69,-7.918968692449351
2012-04-05,34.48,1509378.0000,35.1,35.44,34.41,-1.4857142857142946
2012-04-09,33.15,1655155.0000,34.1,34.29,33.1,-3.8573085846867703
2012-04-10,32.46,1847669.0000,33.15,33.849,32.1,-2.0814479638008985
2012-04-11,33.09,1105347.0000,33.24,33.29,32.01,1.9408502772643332
2012-04-12,33.44,1033804.0000,33.77,34.48,32.92,1.0577213659715752
2012-04-13,33.59,649580.0000,33.94,34.04,32.85,0.44856459330145243
2012-04-16,32.25,1097204.0000,33.41,33.7,32.09,-3.989282524560891
2012-04-17,32.24,1114963.0000,32.43,33.07,32.04,-0.031007751937978327
2012-04-18,32.66,823096.0000,32.09,32.75,31.53,1.3027295285359632
2012-04-19,33.16,774878.0000,32.75,33.43,32.5,1.5309246785058177
2012-04-20,33.16,821774.0000,33.14,33.7299,32.94,0.0
2012-04-23,31.94,890715.0000,32.86,32.97,31.71,-3.679131483715306
2012-04-24,31.82,674467.0000,31.82,32.2,31.0,-0.3757044458359455
2012-04-25,32.91,712133.0000,32.07,32.99,32.07,3.4255185417976
2012-04-26,33.49,424519.0000,32.96,33.52,32.91,1.7623822546338666
2012-04-27,33.34,589005.0000,33.6,33.63,32.91,-0.4478948939982042
2012-04-30,33.13,413848.0000,33.27,33.36,32.58,-0.6298740251949635
2012-05-01,33.78,658947.0000,33.13,34.21,33.13,1.9619680048294552
2012-05-02,33.94,497251.0000,33.5,34.39,33.39,0.47365304914149375
2012-05-03,32.46,839388.0000,33.91,34.0,32.13,-4.360636417206827
2012-05-04,31.83,1247286.0000,32.32,32.46,31.4,-1.9408502772643332
2012-05-07,32.47,1157969.0000,31.96,32.58,31.61,2.0106817467797695
2012-05-08,30.19,3097180.0000,32.5,32.7281,29.37,-7.0218663381582935
2012-05-09,30.06,1928123.0000,30.3,30.77,29.76,-0.43060616098046556
2012-05-10,32.96,5556301.0000,32.97,34.68,32.4,9.647371922821032
2012-05-11,32.25,1221005.0000,32.49,33.44,32.16,-2.1541262135922357
2012-05-14,30.06,1380742.0000,31.92,32.13,30.05,-6.790697674418608
2012-05-15,29.43,1585532.0000,30.26,30.96,29.22,-2.0958083832335297
2012-05-16,29.18,1256184.0000,29.58,30.18,28.88,-0.8494733265375467
2012-05-17,28.57,1148918.0000,29.3,29.79,28.24,-2.0904729266620956
2012-05-18,27.56,1616487.0000,28.37,28.46,26.83,-3.5351767588379475
2012-05-21,28.77,1475170.0000,27.58,29.26,27.12,4.390420899854865
2012-05-22,30.79,2366170.0000,30.1,31.34,30.0,7.021202641640596
2012-05-23,31.02,1220349.0000,30.56,31.05,29.5,0.7469957778499527
2012-05-24,30.32,1075520.0000,31.25,31.25,29.69,-2.256608639587361
2012-05-25,29.81,757009.0000,30.16,30.4076,29.2,-1.6820580474934086
2012-05-29,31.69,1647379.0000,30.01,31.93,30.01,6.30660852063067
2012-05-30,30.41,1307141.0000,31.08,31.42,30.24,-4.039129062795839
2012-05-31,29.5,1118365.0000,30.07,30.29,28.75,-2.992436698454456
2012-06-01,28.15,885710.0000,28.53,29.16,27.76,-4.576271186440683
2012-06-04,27.88,1030834.0000,28.03,28.41,27.11,-0.9591474245115438
2012-06-05,27.91,630885.0000,27.84,28.39,27.56,0.10760401721664682
2012-06-06,29.22,909808.0000,28.2,29.45,28.14,4.693658187029734
2012-06-07,28.93,492015.0000,29.81,29.87,28.85,-0.9924709103353838
2012-06-08,30.08,879409.0000,28.86,30.19,28.1475,3.975112340131347
2012-06-11,29.12,635317.0000,30.31,31.0,28.9584,-3.191489361702119
2012-06-12,29.66,568994.0000,29.23,29.84,28.81,1.8543956043956014
2012-06-13,29.77,844371.0000,29.55,30.64,29.47,0.370869858395143
2012-06-14,29.39,872161.0000,30.18,30.65,28.62,-1.276452804837081
2012-06-15,29.91,646594.0000,29.39,29.95,28.81,1.769309288873765
2012-06-18,31.84,1256796.0000,29.94,32.33,29.5,6.452691407556001
2012-06-19,32.09,910829.0000,32.02,32.6594,31.5,0.7851758793969962
2012-06-20,33.78,3422342.0000,33.5,34.5,33.21,5.266438142723582
2012-06-21,32.19,1889095.0000,34.26,34.28,31.84,-4.706927175843704
2012-06-22,33.785,3009780.0000,32.6,33.98,32.46,4.954954954954951
2012-06-25,33.11,1495174.0000,33.94,34.12,32.75,-1.9979280745893064
2012-06-26,31.61,2613849.0000,32.05,32.35,31.39,-4.53035336756267
2012-06-27,31.96,1047194.0000,31.9,32.445,31.57,1.1072445428661861
2012-06-28,31.41,914040.0000,31.9,32.11,30.62,-1.7209011264080123
2012-06-29,31.29,1125704.0000,32.8,32.8,31.0,-0.3820439350525342
2012-07-02,30.4,1307529.0000,31.35,31.7995,30.19,-2.8443592201981485
2012-07-03,30.66,947128.0000,30.6,31.0,30.4,0.855263157894742
2012-07-05,31.23,1253766.0000,30.81,31.67,30.8,1.8590998043052847
2012-07-06,30.99,784461.0000,30.99,31.73,30.8,-0.768491834774262
2012-07-09,31.49,906915.0000,30.94,31.83,30.67,1.6134236850596968
2012-07-10,31.27,758352.0000,31.54,32.48,30.89,-0.6986344871387706
2012-07-11,31.51,638516.0000,31.57,31.68,31.01,0.7675087943716086
2012-07-12,32.7,1125670.0000,31.29,33.01,30.8,3.776578863852749
2012-07-13,34.25,1304512.0000,32.97,34.4,32.83,4.740061162079502
2012-07-16,35.96,1743908.0000,34.32,36.0,33.9,4.99270072992701
2012-07-17,33.35,2569213.0000,35.0,35.21,32.38,-7.25806451612903
2012-07-18,32.15,2881884.0000,31.42,33.67,31.06,-3.598200899550233
2012-07-19,32.27,1435878.0000,32.72,33.15,32.04,0.3732503888025025
2012-07-20,31.79,1568466.0000,32.07,32.25,31.25,-1.4874496436318683
2012-07-23,30.66,1386643.0000,31.05,31.3,30.62,-3.5545769109782923
2012-07-24,29.84,1500251.0000,30.66,31.04,29.62,-2.674494455316374
2012-07-25,28.95,2821466.0000,29.92,29.98,28.75,-2.982573726541557
2012-07-26,28.13,2262205.0000,29.9,30.0,27.64,-2.8324697754749577
2012-07-27,29.51,1672968.0000,28.71,29.66,28.1,4.905794525417713
2012-07-30,27.35,2065200.0000,29.51,30.248,27.21,-7.3195526940020335
2012-07-31,27.42,1575060.0000,27.54,27.97,27.35,0.2559414990859243
2012-08-01,26.25,1591988.0000,27.99,27.99,26.03,-4.266958424507664
2012-08-02,26.1,1305016.0000,26.84,26.85,25.52,-0.5714285714285661
2012-08-03,27.27,1209470.0000,26.9,27.55,26.74,4.482758620689649
2012-08-06,28.27,1528169.0000,27.55,28.7,27.55,3.6670333700036672
2012-08-07,30.25,2387184.0000,28.77,30.9,28.5,7.003891050583659
2012-08-08,29.09,1308895.0000,29.9,30.0,28.59,-3.834710743801653
2012-08-09,29.41,671608.0000,29.52,30.0,29.1301,1.1000343760742533
2012-08-10,29.94,707390.0000,29.31,29.94,29.31,1.802108126487593
2012-08-13,31.17,870050.0000,29.69,31.3,29.101,4.108216432865733
2012-08-14,29.42,793336.0000,30.75,31.17,29.26,-5.614372794353545
2012-08-15,29.4,525385.0000,29.39,29.7,28.81,-0.0679809653297183
2012-08-16,30.3,668973.0000,29.53,30.39,29.5,3.0612244897959258
2012-08-17,30.01,508122.0000,30.29,30.71,29.98,-0.9570957095709542
2012-08-20,29.51,1179008.0000,30.15,30.39,29.1,-1.6661112962345883
2012-08-21,29.11,761516.0000,29.58,30.0,29.0,-1.3554727211114947
2012-08-22,29.95,775490.0000,29.01,30.04,29.01,2.8856063208519402
2012-08-23,30.73,1470974.0000,30.0,30.85,29.65,2.6043405676126916
2012-08-24,29.5,1429311.0000,30.06,30.24,29.41,-4.002603319232023
2012-08-27,28.32,1350325.0000,29.57,29.7,28.17,-3.9999999999999987
2012-08-28,28.69,1402656.0000,28.4,29.375,28.0,1.3064971751412464
2012-08-29,28.41,838883.0000,28.49,28.64,28.02,-0.9759498082955773
2012-08-30,28.41,656307.0000,28.6,28.74,28.1,0.0
2012-08-31,28.52,539736.0000,28.61,28.84,28.2,0.3871876099964781
2012-09-04,28.14,752496.0000,28.52,28.99,27.9,-1.3323983169705436
2012-09-05,27.94,639227.0000,28.01,28.5,27.81,-0.7107320540156336
2012-09-06,28.55,841643.0000,28.0,28.9,27.9,2.1832498210450946
2012-09-07,29.35,953151.0000,28.55,29.57,28.5,2.802101576182139
2012-09-10,27.37,1483015.0000,29.2,29.35,27.295,-6.746166950596254
2012-09-11,27.8,1014671.0000,27.76,28.16,27.4,1.5710632078918514
2012-09-12,28.28,1128834.0000,27.9,28.58,27.8,1.7266187050359725
2012-09-13,29.48,1478686.0000,28.57,29.5,28.48,4.243281471004241
2012-09-14,30.39,1536569.0000,30.0,30.65,29.65,3.086838534599729
2012-09-17,32.54,3212741.0000,32.35,32.78,31.51,7.074695623560377
2012-09-18,31.34,1788480.0000,31.88,31.9,30.68,-3.6877688998156093
2012-09-19,31.05,1048457.0000,31.0,31.74,30.94,-0.9253350350989124
2012-09-20,30.9,912372.0000,30.93,31.5,30.68,-0.48309178743962033
2012-09-21,30.02,1869970.0000,31.1,31.49,29.54,-2.847896440129447
2012-09-24,30.66,1301404.0000,29.51,31.03,29.4,2.1319120586275835
2012-09-25,27.66,5670068.0000,28.62,29.48,27.53,-9.784735812133071
2012-09-26,27.54,1527176.0000,27.66,28.4,27.48,-0.4338394793926283
2012-09-27,28.49,1758153.0000,27.82,28.54,27.6,3.4495279593318786
2012-09-28,29.28,4342689.0000,28.73,29.89,28.61,2.7729027729027824
2012-10-01,29.16,884305.0000,29.5,29.89,29.0,-0.4098360655737739
2012-10-02,29.8,728969.0000,29.28,29.89,29.0,2.194787379972567
2012-10-03,29.3,1049718.0000,29.75,29.95,29.2401,-1.6778523489932886
2012-10-04,29.4,1541207.0000,30.0,30.1,28.65,0.34129692832763775
2012-10-05,28.89,938359.0000,29.7,29.81,28.68,-1.734693877551014
2012-10-08,29.25,889679.0000,28.86,29.4,28.611,1.2461059190031134
2012-10-09,28.37,1192092.0000,29.12,29.12,28.25,-3.008547008547005
2012-10-10,28.4,503563.0000,28.39,28.72,28.01,0.10574550581599429
2012-10-11,28.32,450571.0000,28.94,28.98,28.25,-0.28169014084506444
2012-10-12,27.64,987535.0000,28.32,28.73,27.5,-2.401129943502824
2012-10-15,27.33,1468667.0000,28.02,28.05,26.86,-1.121562952243134
2012-10-16,28.06,479248.0000,27.67,28.09,27.34,2.671057446030005
2012-10-17,28.8191,667963.0000,28.25,28.84,27.8,2.7052744119743415
2012-10-18,28.04,740947.0000,28.99,28.99,27.78,-2.7034154432303565
2012-10-19,27.74,1027302.0000,27.83,28.2,27.3,-1.069900142653355
2012-10-22,27.85,470198.0000,27.99,28.0,27.36,0.39653929343908795
2012-10-23,28.39,748998.0000,27.38,28.56,27.3702,1.9389587073608585
2012-10-24,27.42,1016368.0000,28.52,28.52,27.25,-3.4166960197252516
2012-10-25,27.52,577686.0000,27.8,27.8,27.45,0.364697301239963
2012-10-26,27.38,477305.0000,27.53,27.8,27.02,-0.5087209302325602
2012-10-31,28.1314,775142.0000,27.7,28.35,27.37,2.744338933528124
2012-11-01,29.2454,1024054.0000,28.25,29.49,28.2,3.959987771671516
2012-11-02,28.9182,1030265.0000,29.27,29.55,28.55,-1.118808427992099
2012-11-05,31.5,2048767.0000,29.8,31.58,29.33,8.927941573126963
2012-11-06,31.15,2323743.0000,30.61,31.2,29.95,-1.1111111111111156
2012-11-07,31.54,1714469.0000,31.0,32.05,30.81,1.2520064205457484
2012-11-08,31.31,1273986.0000,31.01,31.88,30.94,-0.729232720355106
2012-11-09,30.32,862928.0000,30.6,30.93,29.85,-3.161929096135415
2012-11-12,31.07,555896.0000,30.29,31.42,30.16,2.4736147757255935
2012-11-13,31.6143,998263.0000,31.29,32.0,30.72,1.75185065980045
2012-11-14,31.38,871215.0000,31.96,32.12,31.204,-0.7411203158064581
2012-11-15,30.82,983841.0000,31.3,31.44,30.5,-1.7845761631612451
2012-11-16,31.8399,908650.0000,31.15,32.0,30.5901,3.30921479558728
2012-11-19,32.92,1392168.0000,32.07,33.25,31.84,3.3922845235066745
2012-11-20,33.0,922427.0000,32.8,33.1,31.91,0.24301336573511026
2012-11-21,32.47,963133.0000,32.61,33.47,32.286,-1.6060606060606095
2012-11-23,32.13,430212.0000,32.6,32.83,31.7,-1.0471204188481562
2012-11-26,32.27,495739.0000,32.1,32.3,31.62,0.4357298474945552
2012-11-27,32.15,910770.0000,32.13,32.66,31.52,-0.3718624109079781
2012-11-28,33.23,1525199.0000,32.0,34.29,31.91,3.35925349922239
2012-11-29,33.69,1103315.0000,33.44,34.0,32.87,1.384291303039425
2012-11-30,33.82,1420284.0000,33.63,34.28,33.01,0.38587117839122165
2012-12-03,34.62,2085639.0000,33.89,35.0,33.5,2.365464222353628
2012-12-04,33.9,1263240.0000,34.08,34.8,33.55,-2.079722703639512
2012-12-05,33.71,661486.0000,33.82,34.19,33.58,-0.5604719764011733
2012-12-06,33.9,657256.0000,33.82,34.8,33.5,0.5636309700385576
2012-12-07,34.17,664386.0000,34.3,34.49,33.85,0.7964601769911597
2012-12-10,34.57,929751.0000,34.43,34.7999,34.18,1.1706175007316317
2012-12-11,35.28,1572310.0000,34.6,35.5,34.46,2.0538038761932333
2012-12-12,35.26,2063727.0000,35.21,35.8,34.95,-0.056689342403636975
2012-12-13,33.61,2150624.0000,35.26,35.3,32.75,-4.679523539421437
2012-12-14,33.81,1022743.0000,33.78,34.4,33.59,0.595060993751868
2012-12-17,34.4,824809.0000,33.77,34.5,33.75,1.7450458444247154
2012-12-18,34.59,1553836.0000,34.26,35.07,34.26,0.5523255813953629
2012-12-19,34.61,1269531.0000,34.75,35.26,34.52,0.057820179242544144
2012-12-20,34.43,921194.0000,34.51,34.7881,34.05,-0.5200809014735617
2012-12-21,34.0,1492306.0000,33.94,34.17,33.58,-1.2489108335753694
2012-12-24,34.28,375796.0000,33.64,34.35,33.55,0.8235294117647093
2012-12-26,33.59,601384.0000,33.96,34.5,33.5,-2.0128354725787565
2012-12-27,33.69,561085.0000,33.5,33.91,33.0,0.29770765108661595
2012-12-28,33.22,414035.0000,33.38,33.65,33.02,-1.3950727218759242
2012-12-31,33.87,594846.0000,33.0,33.97,33.0,1.9566526189042703
2013-01-02,35.36,1194710.0000,35.0,35.4499,34.705,4.399173309713618
2013-01-03,34.77,741941.0000,35.18,35.45,34.75,-1.6685520361990847
2013-01-04,34.4,673993.0000,34.8,34.8,33.92,-1.0641357492091013
2013-01-07,34.34,441909.0000,34.8,34.8,33.9,-0.17441860465114875
2013-01-08,33.68,1283743.0000,34.5,34.5,33.11,-1.9219569015725209
2013-01-09,33.64,697979.0000,34.01,34.19,33.4,-0.11876484560569818
2013-01-10,33.53,922405.0000,33.87,33.99,33.38,-0.32699167657550365
2013-01-11,32.91,1562974.0000,34.04,34.04,32.11,-1.849090366835683
2013-01-14,33.26,925018.0000,33.08,33.38,32.85,1.063506532968707
2013-01-15,33.9,1623845.0000,33.11,34.25,33.08,1.9242333132892382
2013-01-16,34.1,1378138.0000,33.85,34.23,33.73,0.5899705014749347
2013-01-17,34.38,1436604.0000,34.16,34.85,33.92,0.8211143695014695
2013-01-18,34.52,3555074.0000,34.74,34.78,33.82,0.4072134962187335
2013-01-22,35.19,1920131.0000,34.56,35.55,34.26,1.9409038238702043
2013-01-23,36.0,1563452.0000,35.02,36.24,34.96,2.30179028132993
2013-01-24,36.99,1970389.0000,36.0,37.72,35.84,2.7500000000000058
2013-01-25,36.98,1287703.0000,37.0,37.54,36.8,-0.027034333603690498
2013-01-28,38.03,1985892.0000,36.86,38.71,36.86,2.8393726338561502
2013-01-29,37.95,1426503.0000,38.1,38.44,37.13,-0.2103602419142737
2013-01-30,37.52,968098.0000,37.85,38.0,37.43,-1.1330698287220018
2013-01-31,37.51,901318.0000,37.87,37.87,36.93,-0.026652452025599987
2013-02-01,38.3,1100390.0000,38.17,38.5,37.62,2.1061050386563562
2013-02-04,37.74,1127989.0000,38.4,38.42,37.59,-1.4621409921670891
2013-02-05,38.13,1310192.0000,38.0,38.65,37.68,1.033386327503976
2013-02-06,39.17,1892848.0000,38.18,39.39,37.9045,2.7275111460792
2013-02-07,39.48,1196521.0000,39.19,39.68,38.95,0.7914220066377206
2013-02-08,39.24,1139533.0000,39.45,40.0,39.14,-0.6079027355622971
2013-02-11,38.42,3265648.0000,37.98,39.15,37.5,-2.0897043832823656
2013-02-12,37.89,2260409.0000,38.45,38.87,37.29,-1.379489849036963
2013-02-13,38.45,966802.0000,38.3,39.0,38.05,1.4779625230931703
2013-02-14,38.3,990640.0000,38.64,38.75,38.21,-0.3901170351105479
2013-02-15,37.04,2017449.0000,38.5,38.51,36.95,-3.2898172323759747
2013-02-19,39.28,2700540.0000,37.36,39.29,37.31,6.047516198704109
2013-02-20,38.54,3078371.0000,39.3,39.65,38.46,-1.8839103869653817
2013-02-21,35.16,9035810.0000,36.49,37.39,34.54,-8.770108977685528
2013-02-22,36.11,2545223.0000,35.72,36.39,35.6,2.7019340159271983
2013-02-25,34.38,2889237.0000,36.15,36.75,34.34,-4.790916643589025
2013-02-26,34.43,2762900.0000,34.46,34.96,33.8,0.14543339150668166
2013-02-27,35.1,1959129.0000,34.41,35.41,34.4,1.9459773453383726
2013-02-28,34.83,1964893.0000,35.89,36.1,34.37,-0.7692307692307782
2013-03-01,34.65,1546400.0000,35.0,35.08,34.25,-0.5167958656330742
2013-03-04,35.58,1757660.0000,34.77,35.83,34.7,2.6839826839826832
2013-03-05,36.65,2086969.0000,36.0,36.92,35.79,3.0073074761101752
2013-03-06,37.69,1149925.0000,37.01,37.88,36.97,2.8376534788540226
2013-03-07,38.23,1158254.0000,37.73,38.65,36.88,1.4327407800477558
2013-03-08,38.47,912052.0000,38.06,39.44,37.36,0.6277792309704473
2013-03-11,39.1,1579440.0000,38.87,39.44,38.65,1.637639719261769
2013-03-12,39.12,1274426.0000,38.9,39.38,38.85,0.05115089514065479
2013-03-13,38.98,821986.0000,39.0,39.49,38.81,-0.3578732106339483
2013-03-14,36.85,2020811.0000,38.9,38.91,36.77,-5.464340687532056
2013-03-15,35.29,3279577.0000,36.64,36.65,35.21,-4.233378561736776
2013-03-18,35.15,1316036.0000,35.3,36.06,34.92,-0.3967129498441501
2013-03-19,35.08,1083765.0000,35.25,35.6,34.94,-0.19914651493598942
2013-03-20,35.95,1422984.0000,35.26,36.07,35.16,2.4800456100342205
2013-03-21,36.01,1146287.0000,35.95,37.06,35.74,0.166898470097344
2013-03-22,36.62,442535.0000,36.2,36.8,36.2,1.6939738961399595
2013-03-25,37.53,2375218.0000,37.1,38.52,36.77,2.484980884762435
2013-03-26,37.86,1805587.0000,37.98,38.22,37.66,0.8792965627497956
2013-03-27,38.16,1296283.0000,37.94,38.38,37.31,0.7923930269413555
2013-03-28,37.89,1158652.0000,38.23,38.24,37.75,-0.7075471698113104
2013-04-01,43.93,14088400.0000,42.36,46.68,41.7,15.940881499076271
2013-04-02,44.34,6600998.0000,43.6,45.5,43.5101,0.9333029820168534
2013-04-03,41.1,5643205.0000,43.1,43.47,40.2105,-7.307171853856567
2013-04-04,42.01,2264742.0000,41.11,42.25,40.811,2.214111922141111
2013-04-05,41.37,1552097.0000,42.0,42.0,40.5,-1.5234467983813391
2013-04-08,41.83,1679001.0000,41.97,42.5499,41.51,1.1119168479574593
2013-04-09,40.5,1696036.0000,41.8,41.8299,40.33,-3.179536218025337
2013-04-10,41.86,2121088.0000,40.7,42.01,40.61,3.358024691358023
2013-04-11,43.59,3446342.0000,42.06,44.55,41.75,4.132823698041099
2013-04-12,43.75,3149372.0000,43.25,45.139,43.05,0.36705666437255463
2013-04-15,43.3,1677780.0000,43.5,43.8,42.51,-1.0285714285714351
2013-04-16,45.59,3180338.0000,44.19,46.14,43.91,5.2886836027713775
2013-04-17,45.45,2118428.0000,45.5,45.95,44.54,-0.30708488703663206
2013-04-18,46.97,3367887.0000,45.98,47.599,45.3901,3.3443344334433354
2013-04-19,47.83,3011536.0000,47.46,49.88,47.07,1.8309559293165838
2013-04-22,50.19,3939327.0000,48.6,50.2,47.75,4.934141752038468
2013-04-23,51.01,3733250.0000,51.0,52.92,50.66,1.6337915919505883
2013-04-24,50.43,2629908.0000,50.9,51.05,48.98,-1.1370319545187186
2013-04-25,52.0,2795635.0000,50.5,52.4,50.5,3.1132262542137625
2013-04-26,51.2,3620350.0000,53.13,53.74,50.62,-1.538461538461533
2013-04-29,54.94,3638381.0000,51.76,54.99,51.2,7.30468749999999
2013-04-30,53.99,5522548.0000,56.0,58.18,53.76,-1.7291590826355947
2013-05-01,53.28,2742593.0000,55.99,55.99,53.0,-1.315058344137805
2013-05-02,54.11,3045669.0000,53.85,55.27,53.7,1.5578078078078046
2013-05-03,54.55,3378303.0000,56.47,56.47,54.5,0.8131583810755827
2013-05-06,59.5,4365030.0000,56.39,59.66,55.5,9.074243813015588
2013-05-07,55.51,9985041.0000,62.0,62.37,55.12,-6.705882352941179
2013-05-08,55.7865,5838969.0000,57.5,58.2,55.71,0.4981084489281186
2013-05-09,69.4,28551660.0000,70.12,75.77,63.69,24.402857322112
2013-05-10,76.764,25072050.0000,69.65,81.0,69.25,10.610951008645518
2013-05-13,87.8,22343570.0000,80.99,88.0,79.151,14.376530665416082
