date,close,volume,open,high,low,year,weekday,change,nChange
2014-01-10,145.7199,7445861.0,148.46,148.9,142.25,2014,4,-0.025675982883123876,0.39017003248346555
2014-01-17,170.01,9205616.0,170.19,173.2,167.95,2014,4,0.16669034222504953,0.9959180457330075
2014-01-24,174.6,7684134.0,177.85,180.48,173.53099999999998,2014,4,0.026998411858126015,0.5560379927186665
2014-01-31,181.41,6507957.0,178.85,186.0,178.5146,2014,4,0.03900343642611685,0.5938409698092936
2014-02-07,186.53,8951247.0,181.01,186.63,179.6,2014,4,0.028223361446447298,0.5598952727235698
2014-02-14,198.23,6164371.0,198.1,201.88,197.0,2014,4,0.06272449471934803,0.6685369121745762
2014-02-21,209.6,7817352.0,211.64,213.98,209.19,2014,4,0.05735761489179239,0.6516369854797
2014-02-28,244.81,14585150.0,249.65,252.68,242.55,2014,4,0.16798664122137408,1.0
2014-03-07,246.21,7806564.0,252.94,254.85,244.41,2014,4,0.005718720640496735,0.48902974337775845
2014-03-14,230.97,8254035.0,235.29,236.9365,228.32,2014,4,-0.06189837943219206,0.2761082561699831
2014-03-21,228.89,8214207.0,236.02,236.2,227.5,2014,4,-0.00900549854959524,0.4426642138806728
2014-03-28,212.37,9666658.0,212.8,216.72,210.27,2014,4,-0.07217440692035468,0.24374976914502247
2014-04-04,212.225,11320310.0,226.01,228.27,211.25,2014,4,-0.0006827706361539305,0.468871898076691
2014-04-11,203.78,9065584.0,200.61,207.0,198.6,2014,4,-0.03979267287077391,0.34571756966872846
2014-04-25,199.85,6981460.0,202.0,206.7,197.65,2014,4,-0.0192855039748749,0.4102932006118171
2014-05-02,210.91,4082110.0,208.6,211.36,206.52,2014,4,0.055341506129597214,0.6452884009417983
2014-05-09,182.26,8479005.0,179.86,183.4,177.22,2014,4,-0.13583993172443226,0.04327151422762454
2014-05-16,191.56,4483793.0,188.95,192.04,187.72,2014,4,0.05102600680346764,0.6316991974181944
2014-05-23,207.3,4006375.0,204.53,207.76,202.5,2014,4,0.08216746711213202,0.729761463259449
2014-05-30,207.77,5575300.0,210.3,214.8,207.02,2014,4,0.0022672455378678186,0.4781612912979984
2014-06-06,208.171,3072420.0,209.75,210.81,207.18,2014,4,0.001930018770756038,0.47709938795250567
2014-06-13,206.42,3538580.0,204.78,206.79,201.584,2014,4,-0.008411354127135888,0.4445351328332787
2014-06-20,229.59,4833831.0,228.52,231.29,226.2,2014,4,0.11224687530278082,0.8244794017601796
2014-06-27,239.06,5630478.0,234.69,240.0,234.5001,2014,4,0.04124744109063983,0.6009071824974713
2014-07-11,218.13,3299420.0,220.61,221.6,217.6,2014,4,-0.08755124236593327,0.19532919701013063
2014-07-18,220.0201,4251431.0,215.95,221.21,215.93,2014,4,0.008665016274698657,0.49830742088113655
2014-07-25,223.57,3086412.0,222.72,226.97,221.75,2014,4,0.016134434990257615,0.5218280944945378
2014-08-01,233.27,11890160.0,226.09,237.5,226.0,2014,4,0.04338685870197261,0.6076440579191292
2014-08-08,248.13,5087861.0,251.16,251.76,246.5,2014,4,0.0637030051013846,0.6716181724706775
2014-08-15,262.01,3855470.0,261.48,262.09,258.5,2014,4,0.05593841937693949,0.6471680387290076
2014-08-22,256.78,2833061.0,254.54,256.9499,252.61,2014,4,-0.019961070188160828,0.40816589017280797
2014-08-29,269.7,6436176.0,268.7,272.0,267.51,2014,4,0.05031544512812531,0.6294616887332005
2014-09-05,277.39,11163820.0,282.55,282.9,272.51,2014,4,0.028513162773451978,0.5608078366973913
2014-09-12,279.2,3323300.0,280.5,282.39,277.0,2014,4,0.006525109052236931,0.49156900370850715
2014-09-19,259.32,6800975.0,257.99,261.43,255.27,2014,4,-0.07120343839541546,0.24680728066414637
2014-09-26,246.6,3794912.0,248.25,249.73,246.07,2014,4,-0.04905136510874595,0.31656259971602635
2014-10-03,255.21,5403599.0,253.06,256.5,251.033,2014,4,0.034914841849148476,0.5809662733644312
2014-10-10,236.91,12885920.0,244.64,245.89,235.2,2014,4,-0.0717056541671565,0.2452258385599545
2014-10-17,227.48,10547970.0,233.38,234.77,226.55,2014,4,-0.03980414503397918,0.34568144463455025
2014-10-24,235.24,3458805.0,236.27,237.8,231.2,2014,4,0.03411288904519087,0.5784409804502787
2014-10-31,241.7,3765160.0,242.51,243.12,238.75,2014,4,0.027461316102703533,0.5574956455917457
2014-11-07,240.2,5154893.0,242.19,242.8399,237.2,2014,4,-0.006206040546131568,0.451479510023696
2014-11-14,258.68,6093385.0,250.0,258.85,248.5,2014,4,0.07693588676103255,0.7132875850894949
2014-11-21,242.78,7462672.0,252.21,252.78,242.17,2014,4,-0.06146590381939077,0.2774700914240794
2014-11-28,244.52,2119688.0,245.35,246.6899,242.52,2014,4,0.007166982453249893,0.4935902178539803
2014-12-05,223.71,6061390.0,228.67,229.389,222.26,2014,4,-0.08510551284148536,0.20303062707876127
2014-12-12,207.0,7167174.0,204.82,211.68,204.5,2014,4,-0.07469491752715572,0.23581285871339902
2014-12-19,219.29,6902061.0,220.19,220.4,214.5,2014,4,0.05937198067632846,0.6579800815036763
2014-12-26,227.82,3324437.0,221.51,228.5,221.5,2014,4,0.03889826257467281,0.5935097847563888
2015-01-02,219.31,4753239.0,222.87,223.25,213.26,2015,4,-0.037354051444122516,0.35339661683787915
