date,open,high,low,close,adj_close,volume,year,weekday,change,nChange
2018-01-02,312.0,322.109985,311.0,320.5299990000001,320.5299990000001,4352200,2018,1,0.02948447992000386,0.5009266913280074
2018-01-03,321.0,325.25,315.549988,317.25,317.25,4521500,2018,2,-0.010233048420532045,0.4085020062317343
2018-01-04,312.869995,318.549988,305.679993,314.619995,314.619995,9946300,2018,3,-0.008290007880220593,0.41302355924802037
2018-01-05,316.619995,317.23999,312.0,316.579987,316.579987,4591200,2018,4,0.006229712132568051,0.44681167764154117
2018-01-08,316.0,337.019989,315.5,336.410004,336.410004,9859400,2018,0,0.06263825198779857,0.5780771856097014
2018-01-09,335.160004,338.799988,327.399994,333.690002,333.690002,7146600,2018,1,-0.008085377865279006,0.413499743579786
2018-01-10,332.200012,337.0,330.0,334.799988,334.799988,4309900,2018,2,0.0033263987333968493,0.4400555214086187
2018-01-11,335.23999,344.809998,333.26001,337.950012,337.950012,6645500,2018,3,0.009408674172354005,0.4542092821183624
2018-01-12,338.630005,340.410004,333.670013,336.220001,336.220001,4825100,2018,4,-0.005119132826070118,0.4204023449027254
2018-01-16,337.540009,345.0,334.799988,340.059998,340.059998,6474300,2018,1,0.011421084375048771,0.4588922618263107
2018-01-17,340.470001,349.0,339.75,347.160004,347.160004,7103500,2018,2,0.02087868623700929,0.4809005768040959
2018-01-18,345.670013,352.299988,343.73999,344.570007,344.570007,5685800,2018,3,-0.007460528200708395,0.41495380016118494
2018-01-19,345.0,350.589996,342.600006,350.019989,350.019989,4888300,2018,4,0.015816762600582453,0.4691212260331507
2018-01-22,349.399994,357.829987,349.200012,351.559998,351.559998,6210400,2018,0,0.004399774436882225,0.4425533206305148
2018-01-23,360.0,360.5,351.0,352.790009,352.790009,5465400,2018,1,0.0034987228552663444,0.4404565283031495
2018-01-24,354.579987,354.75,343.519989,345.890015,345.890015,5287500,2018,2,-0.019558359998794617,0.3868015373945056
2018-01-25,348.269989,349.200012,336.399994,337.640015,337.640015,6740300,2018,3,-0.02385151245259277,0.3768111558125879
2018-01-26,341.5,344.0,335.709991,342.850006,342.850006,4539400,2018,4,0.015430608839417336,0.4682226268185062
2018-01-29,339.850006,350.850006,338.2799990000001,349.5299990000001,349.5299990000001,4747100,2018,0,0.019483718486503633,0.4776544167219653
2018-01-30,345.140015,348.269989,342.170013,345.820007,345.820007,4717700,2018,1,-0.010614230568518705,0.40761497621088505
2018-01-31,347.51001,356.190002,345.190002,354.309998,354.309998,6214100,2018,2,0.0245503175876115,0.48944464753426453
2018-02-01,351.0,359.660004,348.630005,349.25,349.25,4197700,2018,3,-0.01428127354170798,0.3990815828656197
2018-02-02,348.440002,351.950012,340.51001,343.75,343.75,3704800,2018,4,-0.015748031496062992,0.39566836337015177
2018-02-05,337.970001,344.470001,333.0,333.130005,333.130005,4464100,2018,0,-0.03089453090909096,0.36042169780332095
2018-02-06,325.209991,336.220001,323.5,333.970001,333.970001,5088400,2018,1,0.0025215260930940217,0.4381825423127198
2018-02-07,338.98999,346.0,335.660004,345.0,345.0,6969200,2018,2,0.03302691549232883,0.5091701169872979
2018-02-08,343.309998,348.619995,314.600006,315.230011,315.230011,10314600,2018,3,-0.08628982318840582,0.23151406788148882
2018-02-09,319.929993,320.980011,294.76001,310.420013,310.420013,12933700,2018,4,-0.015258693119799459,0.39680707837134477
2018-02-12,316.130005,318.079987,306.25,315.730011,315.730011,6227800,2018,0,0.017105849422150522,0.4721209958708822
2018-02-13,315.019989,324.190002,312.51001,323.660004,323.660004,4560200,2018,1,0.02511637387552628,0.4907618889725716
2018-02-14,320.839996,326.170013,318.519989,322.309998,322.309998,3950700,2018,2,-0.004171062174243833,0.42260855297017536
2018-02-15,324.5,334.119995,322.399994,334.070007,334.070007,5912900,2018,3,0.036486640417527375,0.5172210708127616
2018-02-16,332.5,343.119995,331.640015,335.48999,335.48999,5642600,2018,4,0.004250555183782189,0.44220607992711997
2018-02-20,334.470001,340.839996,331.5,334.769989,334.769989,4009400,2018,1,-0.0021461176829745887,0.4273207005977502
2018-02-21,336.0299990000001,339.690002,333.170013,333.299988,333.299988,3219600,2018,2,-0.004391077600447706,0.42209656601295925
2018-02-22,335.5299990000001,347.440002,334.75,346.170013,346.170013,6969800,2018,3,0.03861393778388014,0.5221713987260578
2018-02-23,347.829987,354.98999,347.100006,352.049988,352.049988,5817400,2018,4,0.01698580113581358,0.4718416374736046
2018-02-26,353.5,359.0,352.359985,357.420013,357.420013,4340000,2018,0,0.0152535866582674,0.46781068730385267
2018-02-27,356.25,359.98999,350.01001,350.98999,350.98999,4797400,2018,1,-0.017990103424902527,0.3904509492800938
2018-02-28,352.570007,355.23999,342.220001,343.059998,343.059998,6069700,2018,2,-0.02259321412556515,0.37973927927574913
2018-03-01,345.01001,348.670013,330.070007,330.929993,330.929993,6885600,2018,3,-0.03535826115174169,0.35003437313159297
2018-03-02,326.980011,335.220001,322.970001,335.119995,335.119995,5092800,2018,4,0.012661294197047871,0.4617782924289397
2018-03-05,332.390015,337.75,329.290009,333.350006,333.350006,3823800,2018,0,-0.005281657395584556,0.42002414205916
2018-03-06,333.75,336.369995,327.0299990000001,328.200012,328.200012,4285700,2018,1,-0.015449209261451137,0.39636373773224615
2018-03-07,325.440002,332.5,321.73999,332.299988,332.299988,5007300,2018,2,0.012492309110579709,0.4613850556376451
2018-03-08,332.859985,333.299988,326.269989,329.100006,329.100006,3566200,2018,3,-0.009629798722713096,0.40990579860464577
2018-03-09,324.100006,328.48999,322.369995,327.170013,327.170013,5506800,2018,4,-0.005864457504750165,0.41866793690707027
2018-03-12,328.609985,347.209991,326.5,345.51001,345.51001,8264000,2018,0,0.05605647299955953,0.5627610550301355
2018-03-13,328.609985,347.209991,326.5,341.839996,341.839996,5965800,2018,1,-0.010622019315735707,0.4075968514045614
2018-03-14,336.76001,339.809998,323.929993,326.630005,326.630005,7967400,2018,2,-0.044494474543581505,0.32877394528036286
2018-03-15,329.380005,332.850006,321.100006,325.600006,325.600006,6564800,2018,3,-0.003153412069414674,0.4249766759226057
2018-03-16,322.929993,327.399994,319.070007,321.350006,321.350006,6117300,2018,4,-0.013052825312294373,0.4019402436510328
2018-03-19,316.5,320.75,309.670013,313.559998,313.559998,7484300,2018,0,-0.02424150569332804,0.3759036219359684
2018-03-20,314.869995,316.25,308.76001,310.549988,310.549988,4764300,2018,1,-0.009599470656968248,0.40997637353826233
2018-03-21,310.25,322.440002,310.190002,316.5299990000001,316.5299990000001,5958400,2018,2,0.019256194593702914,0.4771249571855187
2018-03-22,313.890015,318.820007,308.179993,309.100006,309.100006,4939800,2018,3,-0.02347326643121772,0.37769135331920933
2018-03-23,311.25,311.25,300.450012,301.540009,301.540009,6654900,2018,4,-0.024458093993049,0.3753996100743638
2018-03-26,307.339996,307.589996,291.359985,304.179993,304.179993,8375200,2018,0,0.008755004049893846,0.4526881588826156
2018-03-27,304.0,304.269989,277.179993,279.179993,279.179993,13872000,2018,1,-0.08218817994384002,0.24105879790612494
2018-03-28,264.579987,268.679993,252.100006,257.77999900000003,257.77999900000003,21001400,2018,2,-0.07665303580690322,0.2539393565711197
2018-03-29,256.48999,270.959991,248.210007,266.130005,266.130005,15170700,2018,3,0.03239198553957613,0.5076926030685511
2018-04-02,256.26001,260.329987,244.589996,252.479996,252.479996,16114000,2018,0,-0.05129075543360841,0.31295865799206835
2018-04-03,269.820007,273.350006,254.490005,267.52999900000003,267.52999900000003,18844400,2018,1,0.059608694702292506,0.571027253506846
2018-04-04,252.77999900000003,288.369995,252.0,286.940002,286.940002,19896700,2018,2,0.07255262240702942,0.6011484239825587
2018-04-05,289.339996,306.26001,288.200012,305.720001,305.720001,19121100,2018,3,0.06544921889280544,0.5846184469083345
2018-04-06,301.0,309.2799990000001,295.5,299.299988,299.299988,13520300,2018,4,-0.0209996499378529,0.3834475832509409
2018-04-09,300.369995,309.5,289.209991,289.660004,289.660004,10249800,2018,0,-0.032208434301707924,0.3573641785571999
2018-04-10,298.970001,307.100006,293.679993,304.700012,304.700012,10989800,2018,1,0.05192297104297492,0.5531421881810559
2018-04-11,300.73999,308.980011,299.660004,300.929993,300.929993,7482900,2018,2,-0.01237288759936114,0.4035224928903138
2018-04-12,302.320007,303.950012,293.679993,294.079987,294.079987,7608800,2018,3,-0.022762789217889646,0.37934466951116647
2018-04-13,303.600006,303.950012,295.980011,300.339996,300.339996,7327200,2018,4,0.021286756245673964,0.4818501762284281
2018-04-16,299.0,299.660004,289.01001,291.209991,291.209991,6338500,2018,0,-0.03039889832055529,0.36157505975288884
2018-04-17,288.869995,292.170013,282.51001,287.690002,287.690002,7000000,2018,1,-0.012087459595436785,0.40418669820425435
2018-04-18,291.079987,300.23999,288.160004,293.350006,293.350006,6557700,2018,2,0.01967396837099683,0.47809713776727114
2018-04-19,291.079987,301.01001,288.549988,300.079987,300.079987,6090600,2018,3,0.022941813064084306,0.4857015766465627
2018-04-20,295.170013,299.980011,289.75,290.23999,290.23999,5627900,2018,4,-0.032791247088397264,0.3560079439038751
2018-04-23,291.290009,291.619995,282.329987,283.369995,283.369995,4893400,2018,0,-0.023670049740561114,0.377233428665834
2018-04-24,285.0,287.089996,278.459991,283.459991,283.459991,5685300,2018,1,0.0003175918466596475,0.43305387652684574
2018-04-25,283.5,285.160004,277.25,280.690002,280.690002,4013600,2018,2,-0.009772063387950964,0.40957474157682167
2018-04-26,278.75,285.790009,276.5,285.480011,285.480011,4356000,2018,3,0.017065121542875608,0.47202622004837
2018-04-27,285.369995,294.470001,283.829987,294.079987,294.079987,4364600,2018,4,0.030124617026163793,0.5024163225545025
2018-04-30,293.609985,298.730011,292.5,293.899994,293.899994,4228200,2018,0,-0.0006120545700378601,0.43089054258074894
2018-05-01,293.51001,300.820007,293.220001,299.920013,299.920013,4625600,2018,1,0.02048322260258362,0.47998031304635563
2018-05-02,298.570007,306.850006,297.7799990000001,301.149994,301.149994,8970400,2018,2,0.004101030096981256,0.4418581275333285
2018-05-03,278.790009,288.040009,275.230011,284.450012,284.450012,17352100,2018,3,-0.05545403397882843,0.30327049952432933
2018-05-04,283.0,296.859985,279.519989,294.089996,294.089996,8569400,2018,4,0.033889905408054505,0.5111783379047309
2018-05-07,297.5,305.959991,295.170013,302.769989,302.769989,8678200,2018,0,0.029514750987993568,0.5009971336249823
2018-05-08,300.799988,307.75,299.0,301.970001,301.970001,5930000,2018,1,-0.0026422301716303356,0.4261662218964777
2018-05-09,300.410004,307.01001,300.049988,306.850006,306.850006,5727400,2018,2,0.01616056225399682,0.46992126510986737
