id,likes,tweet,created_at,followers_count,name,type
MileyCyrus,757199,https://t.co/iWk9qWTEgx,Thu Dec 27 00:24:20 +0000 2018,41637544,Miley Ray Cyrus,0
MileyCyrus,642176,https://t.co/iPpNhHgNde,Thu Dec 27 22:02:56 +0000 2018,41637544,Miley Ray Cyrus,0
MileyCyrus,489282,Same girl. Shorter skirt. https://t.co/OBh73x4Xnc,Thu Dec 06 21:20:50 +0000 2018,41637544,Miley Ray Cyrus,0
MileyCyrus,428010,Bitch Is Back!! https://t.co/NqSFjATKhs,Wed Jan 31 03:58:33 +0000 2018,41637544,Miley Ray Cyrus,0
MileyCyrus,275313,Hoppy Easter Erbody! https://t.co/kgc1y9wuW5,Fri Mar 30 18:20:16 +0000 2018,41637544,Miley Ray Cyrus,0
