date,close,volume,open,high,low,year,weekday,change
2017-04-27,308.63,3462663.0000,311.69,313.09,307.5,2017,3,-0.004965019183028728
2017-04-28,314.07,4496659.0000,309.83,314.8,308.0,2017,4,0.017626283899815305
2017-05-01,322.83,8819888.0000,314.88,327.25,314.81,2017,0,0.02789187123889576
2017-05-02,318.89,5316551.0000,324.0,327.6599,316.5601,2017,1,-0.012204565870582034
2017-05-03,311.02,6879259.0000,317.67,321.53,310.45,2017,2,-0.024679356517921556
2017-05-04,295.46,14135990.0000,307.435,307.77,290.7601,2017,3,-0.05002893704584915
2017-05-05,308.35,8117449.0000,298.0,308.55,296.8,2017,4,0.04362688688824221
2017-05-08,307.19,7002907.0000,310.9,313.79,305.82,2017,0,-0.003761958813037214
2017-05-09,321.26,9663374.0000,309.38,321.99,309.1,2017,1,0.045802272209381795
2017-05-10,325.22,5734524.0000,321.56,325.5,318.12,2017,2,0.012326464545850827
2017-05-11,323.1,4747172.0000,323.4,326.0,319.6,2017,3,-0.006518664288789141
2017-05-12,324.81,4118613.0000,325.48,327.0,321.53,2017,4,0.005292479108635033
2017-05-15,315.88,7606854.0000,318.38,320.2,312.53,2017,0,-0.027492995905298502
2017-05-16,317.01,4141066.0000,317.59,320.06,315.14,2017,1,0.003577307838419639
2017-05-17,306.11,6695657.0000,314.39,314.63,305.5,2017,2,-0.034383773382543066
2017-05-18,313.06,5609153.0000,307.0,313.94,305.31,2017,3,0.02270425663976998
2017-05-19,310.83,4654580.0000,315.5,316.5,310.2,2017,4,-0.007123235162588699
2017-05-22,310.35,4324305.0000,312.8,314.37,306.8,2017,0,-0.0015442524852812192
2017-05-23,303.86,4314267.0000,310.46,310.73,303.48,2017,1,-0.02091187369099407
2017-05-24,310.22,5035192.0000,306.51,311.0,305.4,2017,2,0.02093069176594489
2017-05-25,316.83,5000432.0000,311.02,316.97,307.81,2017,3,0.021307459222487127
2017-05-26,325.14,7793009.0000,317.28,325.49,316.31,2017,4,0.02622857683931447
2017-05-30,335.1,7771536.0000,326.0,336.28,325.76,2017,1,0.030632958110352576
2017-05-31,341.01,9937556.0000,337.69,342.89,335.16,2017,2,0.017636526410026762
2017-06-01,340.37,7601764.0000,344.0,344.88,337.29,2017,3,-0.001876777807102391
2017-06-02,339.85,5583952.0000,339.77,342.88,335.93,2017,4,-0.001527749214090495
2017-06-05,347.32,6769174.0000,338.5,348.44,334.21,2017,0,0.021980285420038163
2017-06-06,352.85,11031920.0000,344.7,359.4929,339.97,2017,1,0.015921916388345128
2017-06-07,359.65,9348692.0000,356.34,360.5,355.14,2017,2,0.01927164517500341
2017-06-08,370.0,9028677.0000,363.75,371.9,360.22,2017,3,0.028777978590296186
2017-06-09,357.32,17250060.0000,374.42,376.87,354.8,2017,4,-0.03427027027027029
2017-06-12,359.01,10507860.0000,357.99,364.5,350.62,2017,0,0.004729654091570575
2017-06-13,375.95,11773370.0000,367.62,376.0,366.61,2017,1,0.04718531517227932
2017-06-14,380.66,12778480.0000,381.085,384.25,376.31,2017,2,0.012528261736933199
2017-06-15,375.34,10412650.0000,372.5,375.46,366.49,2017,3,-0.013975726369989097
2017-06-16,371.4,6347450.0000,377.975,378.01,370.1,2017,4,-0.010497149251345442
2017-06-19,369.8,6433434.0000,375.0,376.7,367.8,2017,0,-0.004308023694130226
2017-06-20,372.24,7419110.0000,376.67,378.88,369.73,2017,1,0.00659816116819902
2017-06-21,376.4,4916770.0000,374.35,376.99,368.02,2017,2,0.011175585643670664
2017-06-22,382.61,7510406.0000,377.99,385.0,373.57,2017,3,0.016498405951115933
2017-06-23,383.45,6425180.0000,382.45,386.99,379.345,2017,4,0.002195447060975863
2017-06-26,377.49,6596854.0000,386.69,386.95,373.1,2017,0,-0.015543095579606155
2017-06-27,362.37,6977494.0000,376.4,376.4,362.02,2017,1,-0.04005404116665343
2017-06-28,371.24,6290323.0000,366.68,371.74,362.52,2017,2,0.02447774374258356
2017-06-29,360.75,8202463.0000,370.61,371.0,354.1,2017,3,-0.028256653377868788
2017-06-30,361.61,5823046.0000,363.71,366.7674,359.6187,2017,4,0.0023839223839224218
2017-07-03,352.62,6305401.0000,370.24,371.35,351.5,2017,0,-0.02486103813500735
2017-07-05,327.09,16998300.0000,347.2,347.24,326.33,2017,2,-0.07240088480517279
2017-07-06,308.83,19258040.0000,317.26,320.7899,306.3,2017,3,-0.0558256137454523
2017-07-07,313.22,14129950.0000,313.5,317.0,307.38,2017,4,0.014214940258394726
2017-07-10,316.05,13760290.0000,312.9,317.94,303.13,2017,0,0.009035182938509622
2017-07-11,327.22,11526760.0000,316.0,327.28,314.3,2017,1,0.03534250909666197
2017-07-12,329.52,10317240.0000,330.4,333.1,324.5,2017,2,0.007028910213312005
2017-07-13,323.41,8582315.0000,330.11,331.6,319.97,2017,3,-0.01854212187424119
2017-07-14,327.78,5607924.0000,323.19,328.42,321.22,2017,4,0.013512259979592305
2017-07-17,319.57,9827506.0000,325.54,327.1,313.45,2017,0,-0.025047287814997803
2017-07-18,328.24,6360710.0000,317.5,329.13,315.66,2017,1,0.02713020621460092
2017-07-19,325.26,6345884.0000,328.23,331.65,323.2193,2017,2,-0.00907872288569345
2017-07-20,329.92,5142516.0000,326.9,330.22,324.2,2017,3,0.014326999938510807
2017-07-21,328.4,4871708.0000,329.46,331.2575,325.8,2017,4,-0.004607177497575287
2017-07-24,342.52,8598292.0000,330.24,343.399,330.01,2017,0,0.04299634591961025
2017-07-25,339.6,6977932.0000,345.0,345.6,334.15,2017,1,-0.00852504963213815
2017-07-26,343.85,4809514.0000,340.36,345.5,338.12,2017,2,0.012514723203769139
2017-07-27,334.46,8285879.0000,346.0,347.5,326.29,2017,3,-0.027308419368910986
2017-07-28,335.07,4869891.0000,336.89,339.6,332.51,2017,4,0.0018238354362255986
2017-07-31,323.47,8525454.0000,335.5,341.49,321.04,2017,0,-0.034619631718745235
2017-08-01,319.57,8284997.0000,323.0,324.45,316.13,2017,1,-0.012056759514019952
2017-08-02,325.89,11942350.0000,318.94,327.12,311.22,2017,2,0.019776574772350324
2017-08-03,347.09,13524270.0000,345.33,350.0,343.15,2017,3,0.06505262511890512
2017-08-04,356.91,9233295.0000,347.0,357.27,343.3,2017,4,0.028292373735918783
2017-08-07,355.17,6309331.0000,357.35,359.48,352.75,2017,0,-0.004875178616457956
2017-08-08,365.22,7431838.0000,357.53,368.58,357.4,2017,1,0.02829630880986573
2017-08-09,363.53,6881182.0000,361.0,370.0,358.95,2017,2,-0.0046273478998961025
2017-08-10,355.4,7063054.0000,361.6,366.6504,354.66,2017,3,-0.022364041482133515
2017-08-11,357.87,4357562.0000,356.97,361.26,353.62,2017,4,0.006949915588069858
2017-08-14,363.8,4507969.0000,364.63,367.66,362.6,2017,0,0.016570262944644722
2017-08-15,362.33,3084601.0000,365.2,365.49,359.37,2017,1,-0.004040681693238118
2017-08-16,362.91,3406173.0000,363.0,366.5,362.52,2017,2,0.0016007506968786491
2017-08-17,351.92,5010825.0000,361.21,363.3,351.59,2017,3,-0.030282990273070482
2017-08-18,347.46,5390805.0000,352.91,354.0,345.8,2017,4,-0.012673334848829381
2017-08-21,337.86,6489850.0000,345.82,345.82,331.85,2017,0,-0.02762907960628552
2017-08-22,341.35,4314268.0000,341.13,342.24,337.3725,2017,1,0.01032972237021254
2017-08-23,352.77,4941947.0000,338.99,353.49,338.3041,2017,2,0.033455397685659756
2017-08-24,352.93,4571574.0000,352.52,356.66,349.74,2017,3,0.0004535533066871475
2017-08-25,348.05,3475186.0000,354.24,355.69,347.3,2017,4,-0.01382710452497661
2017-08-28,345.66,3746240.0000,347.28,347.35,339.72,2017,0,-0.006866829478523161
2017-08-29,347.36,4069303.0000,339.48,349.05,338.75,2017,1,0.004918127639877303
2017-08-30,353.18,3404165.0000,349.67,353.47,347.0,2017,2,0.016754951635191136
2017-08-31,355.9,4063330.0000,353.55,358.44,352.82,2017,3,0.007701455348547399
2017-09-01,355.4,3048550.0000,356.12,357.59,353.6902,2017,4,-0.0014048890137679125
2017-09-05,349.59,3836402.0000,353.8,355.49,345.89,2017,1,-0.01634777715250423
2017-09-06,344.53,4082001.0000,349.5,350.979,341.56,2017,2,-0.014474098229354394
2017-09-07,350.61,4235045.0000,345.98,352.48,343.45,2017,3,0.01764722955910963
2017-09-08,343.4,3261333.0000,348.99,349.78,342.3,2017,4,-0.020564159607541245
2017-09-11,363.69,7651000.0000,351.35,363.71,350.0,2017,0,0.05908561444379738
2017-09-12,362.75,5966204.0000,364.49,368.76,360.4,2017,1,-0.002584618768731606
2017-09-13,366.23,4171185.0000,363.82,368.07,359.59,2017,2,0.009593383873190952
2017-09-14,377.64,7170263.0000,364.33,377.96,362.63,2017,3,0.03115528493023501
2017-09-15,379.81,5407227.0000,374.51,380.0,372.7,2017,4,0.005746213324859697
2017-09-18,385.0,7177773.0000,380.25,389.61,377.68,2017,0,0.013664727100392295
2017-09-19,375.1,6435208.0000,380.0,382.39,373.57,2017,1,-0.025714285714285655
2017-09-20,373.91,4909958.0000,373.0,378.249,371.07,2017,2,-0.0031724873367102043
2017-09-21,366.48,4610872.0000,374.9,376.83,364.51,2017,3,-0.019871091974004457
2017-09-22,351.09,8142895.0000,366.49,369.8999,350.88,2017,4,-0.0419941060903734
2017-09-25,344.99,7587158.0000,353.15,357.469,342.88,2017,0,-0.017374462388561242
2017-09-26,345.25,7149649.0000,350.93,351.24,340.9,2017,1,0.0007536450331893414
2017-09-27,340.97,6027375.0000,349.9,351.489,340.5,2017,2,-0.012396813902968784
2017-09-28,339.6,5309779.0000,339.88,342.75,335.4,2017,3,-0.0040179487931489705
2017-09-29,341.1,5099051.0000,341.86,344.68,338.601,2017,4,0.004416961130742049
2017-10-02,341.53,5227547.0000,342.52,343.7,335.51,2017,0,0.001260627381999267
2017-10-03,348.14,10122550.0000,335.9,348.55,331.28,2017,1,0.019354083096653336
2017-10-04,355.01,8147995.0000,351.25,358.62,349.6,2017,2,0.019733440569885692
2017-10-05,355.33,4167913.0000,356.0,357.435,351.35,2017,3,0.0009013830596321039
2017-10-06,356.88,4272866.0000,353.1,360.0992,352.25,2017,4,0.004362142233979713
2017-10-09,342.94,7461461.0000,349.65,351.75,342.67,2017,0,-0.03906074871105133
2017-10-10,355.59,6972263.0000,346.8,355.63,345.5305,2017,1,0.036886918994576245
2017-10-11,354.6,4494733.0000,353.89,357.6,351.15,2017,2,-0.0027841052897999165
2017-10-12,355.68,4073552.0000,352.95,359.78,352.64,2017,3,0.003045685279187772
2017-10-13,355.57,3538807.0000,356.98,358.49,353.68,2017,4,-0.00030926675663521606
2017-10-16,350.6,5373090.0000,353.76,354.48,347.16,2017,0,-0.013977557161740222
2017-10-17,355.75,3290290.0000,350.91,356.22,350.07,2017,1,0.014689104392469985
2017-10-18,359.65,4936024.0000,355.97,363.0,354.13,2017,2,0.010962754743499585
2017-10-19,351.81,5055715.0000,355.56,357.1465,348.2,2017,3,-0.021798971222021343
2017-10-20,345.1,4925657.0000,352.69,354.55,344.34,2017,4,-0.019072794974560072
2017-10-23,337.02,5739598.0000,349.88,349.95,336.25,2017,0,-0.023413503332367545
2017-10-24,337.34,4485692.0000,338.8,342.8,336.16,2017,1,0.0009494985460803311
2017-10-25,325.84,8583619.0000,336.7,337.5,323.56,2017,2,-0.03409023537084248
2017-10-26,326.17,5010087.0000,327.78,330.23,323.2,2017,3,0.001012767002209799
2017-10-27,320.87,6968365.0000,319.75,324.59,316.66,2017,4,-0.016249195204954506
2017-10-30,320.08,4247619.0000,319.18,323.78,317.25,2017,0,-0.002462056284476643
2017-10-31,331.53,5650062.0000,320.23,331.95,320.18,2017,1,0.03577230692326915
2017-11-01,321.08,8242487.0000,332.25,332.6089,320.26,2017,2,-0.03152052604590833
2017-11-02,299.26,19771280.0000,300.13,308.69,292.63,2017,3,-0.06795814127320292
2017-11-03,306.09,8885933.0000,299.5,306.25,295.13,2017,4,0.022822963309496708
2017-11-06,302.78,6480689.0000,307.0,307.5,299.01,2017,0,-0.010813812930837344
2017-11-07,306.05,5284844.0000,301.02,306.5,300.03,2017,1,0.010799920734526848
2017-11-08,304.39,4725355.0000,305.5,306.89,301.3001,2017,2,-0.005423950334912678
2017-11-09,302.99,5440173.0000,302.5,304.46,296.3,2017,3,-0.004599362659745646
2017-11-10,302.99,4621080.0000,302.5,308.36,301.85,2017,4,0.0
2017-11-13,315.4,7565242.0000,300.13,316.8,299.11,2017,0,0.04095844747351387
2017-11-14,308.7,5661904.0000,315.0,316.35,306.9,2017,1,-0.021242866201648666
2017-11-15,311.3,5951835.0000,306.01,312.49,301.5,2017,2,0.008422416585681965
2017-11-16,312.5,5794409.0000,313.99,318.14,311.3,2017,3,0.003854802441374843
2017-11-17,315.05,13720830.0000,325.67,326.67,313.15,2017,4,0.008160000000000037
2017-11-20,308.74,8241821.0000,313.79,315.5,304.75,2017,0,-0.020028566894143795
2017-11-21,317.81,7256381.0000,310.86,318.23,308.71,2017,1,0.029377469715618297
2017-11-22,312.6,4913283.0000,316.77,317.42,311.84,2017,2,-0.016393442622950755
2017-11-24,315.55,3244065.0000,313.79,316.41,311.0,2017,4,0.009436980166346733
2017-11-27,316.81,4537779.0000,313.25,317.34,309.51,2017,0,0.003993028046268391
2017-11-28,317.55,4941703.0000,316.36,320.0,313.92,2017,1,0.002335784855276062
2017-11-29,307.54,8757463.0000,317.3,318.0,301.23,2017,2,-0.031522594866950054
2017-11-30,308.85,4345434.0000,308.56,310.7,304.54,2017,3,0.004259608506210581
2017-12-01,306.53,4286082.0000,305.44,310.32,305.05,2017,4,-0.007511737089202039
2017-12-04,305.2,5834227.0000,306.5,308.265,300.61,2017,0,-0.00433889015757017
2017-12-05,303.7,4643708.0000,302.0,308.0,301.0,2017,1,-0.0049148099606815205
2017-12-06,313.26,7184477.0000,300.1,313.39,300.0,2017,2,0.031478432663812984
2017-12-07,311.24,4779590.0000,312.0,318.6341,311.05,2017,3,-0.0064483176913745196
2017-12-08,315.13,3466088.0000,314.6,316.98,311.26,2017,4,0.012498393522683416
2017-12-11,328.91,7926090.0000,314.63,329.01,313.75,2017,0,0.04372798527591797
2017-12-12,341.03,8715570.0000,330.45,341.44,330.03,2017,1,0.03684898604481453
2017-12-13,339.03,6217701.0000,340.93,344.22,336.5,2017,2,-0.0058645866932527935
2017-12-14,337.89,5792024.0000,341.01,347.44,336.9,2017,3,-0.0033625342890009333
2017-12-15,343.45,6921246.0000,342.04,343.9,335.76,2017,4,0.01645505933883809
2017-12-18,338.87,5466546.0000,344.9,346.73,337.58,2017,0,-0.0133352744213131
2017-12-19,331.1,6820868.0000,340.26,341.4925,330.3,2017,1,-0.02292914687048125
2017-12-20,328.98,5907378.0000,332.69,333.1,325.04,2017,2,-0.0064028994261552535
2017-12-21,331.66,4369994.0000,329.59,333.74,327.21,2017,3,0.00814639187792573
2017-12-22,325.2,4207602.0000,329.51,330.9214,324.82,2017,4,-0.019477778447808104
2017-12-26,317.29,4368699.0000,323.83,323.94,316.58,2017,1,-0.024323493234932252
2017-12-27,311.64,4705084.0000,316.0,317.68,310.75,2017,2,-0.017807053484194375
2017-12-28,315.36,4306746.0000,311.75,315.82,309.54,2017,3,0.011936850211782915
2017-12-29,311.35,3769504.0000,316.18,316.41,310.0,2017,4,-0.012715626585489569
