date,close,volume,open,high,low,year,weekday,change,nChange
2013-01-11,32.91,1562974.0000,34.04,34.04,32.11,2013,4,-0.04331395348837215,0.19085275093254714
2013-01-18,34.52,3555074.0000,34.74,34.78,33.82,2013,4,0.04892130051656052,0.35650386113493204
2013-01-25,36.98,1287703.0000,37.0,37.54,36.8,2013,4,0.0712630359212049,0.39662879290374736
2013-02-01,38.3,1100390.0000,38.17,38.5,37.62,2013,4,0.035694970254191466,0.3327498603951752
2013-02-08,39.24,1139533.0000,39.45,40.0,39.14,2013,4,0.02454308093994791,0.3127214789949379
2013-02-15,37.04,2017449.0000,38.5,38.51,36.95,2013,4,-0.05606523955147815,0.1679519120326104
2013-02-22,36.11,2545223.0000,35.72,36.39,35.6,2013,4,-0.025107991360691136,0.22354998661849917
2013-03-01,34.65,1546400.0000,35.0,35.08,34.25,2013,4,-0.04043201329271672,0.19602860910193723
2013-03-08,38.47,912052.0000,38.06,39.44,37.36,2013,4,0.11024531024531026,0.46663951808326093
2013-03-15,35.29,3279577.0000,36.64,36.65,35.21,2013,4,-0.08266181440083181,0.12018544574044142
2013-03-22,36.62,442535.0000,36.2,36.8,36.2,2013,4,0.03768773023519406,0.3363287837339921
2013-04-05,41.37,1552097.0000,42.0,42.0,40.5,2013,4,0.12971054068814855,0.5015983531619717
2013-04-12,43.75,3149372.0000,43.25,45.139,43.05,2013,4,0.05752961082910328,0.3719640685753874
2013-04-19,47.83,3011536.0000,47.46,49.88,47.07,2013,4,0.09325714285714282,0.43612939677971485
2013-04-26,51.2,3620350.0000,53.13,53.74,50.62,2013,4,0.07045787162868503,0.3951827475668515
2013-05-03,54.55,3378303.0000,56.47,56.47,54.5,2013,4,0.06542968749999989,0.3861523145485377
2013-05-10,76.764,25072050.0000,69.65,81.0,69.25,2013,4,0.40722273143904675,1.0
2013-05-17,91.5,18986880.0000,92.5,94.4399,87.5,2013,4,0.19196498358605604,0.6134050337238081
2013-05-24,97.08,16077980.0000,92.6,97.95,92.0,2013,4,0.06098360655737703,0.3781673173569459
2013-05-31,97.76,15145370.0000,106.26,106.44,97.73,2013,4,0.007004532344458249,0.2812228933670827
2013-06-07,102.04,10706180.0000,98.0,102.9,96.7,2013,4,0.043780687397708684,0.34727150980196764
2013-06-14,100.3,6561448.0000,100.0,102.52,99.33,2013,4,-0.017052136417091426,0.23801800461696745
