date,close,volume,open,high,low,year,weekday,change
2018-01-02,320.53,4345615.0000,312.0,322.1099,311.0,2018,1,0.02948450297093287
2018-01-03,317.25,4438520.0000,321.0,325.25,315.55,2018,2,-0.010233051508439063
2018-01-04,314.62,9944593.0000,312.87,318.55,305.68,2018,3,-0.008289992119779339
2018-01-05,316.58,4588728.0000,316.62,317.24,312.0,2018,4,0.006229737461064076
2018-01-08,336.41,9832610.0000,316.0,337.0199,315.5,2018,0,0.0626381957167226
2018-01-09,333.69,7134525.0000,335.16,338.8,327.405,2018,1,-0.008085372016289727
2018-01-10,334.8,4303053.0000,332.2,337.0,330.0,2018,2,0.003326440708442008
2018-01-11,337.95,6640863.0000,335.24,344.8099,333.26,2018,3,0.009408602150537565
2018-01-12,336.22,4822509.0000,338.63,340.41,333.67,2018,4,-0.005119100458647614
2018-01-16,340.06,6429234.0000,337.54,345.0,334.8,2018,1,0.011421093331746995
2018-01-17,347.16,7092554.0000,340.47,349.0,339.75,2018,2,0.02087866847027002
2018-01-18,344.57,5679629.0000,345.67,352.3,343.74,2018,3,-0.007460536928217628
2018-01-19,350.02,4871181.0000,345.0,350.5899,342.6,2018,4,0.015816815160925177
2018-01-22,351.56,6199777.0000,349.4,357.83,349.2,2018,0,0.0043997485857951565
2018-01-23,352.79,5447622.0000,360.0,360.5,351.0,2018,1,0.0034986915462510474
2018-01-24,345.89,5277386.0000,354.58,354.75,343.52,2018,2,-0.019558377505031418
2018-01-25,337.64,6725208.0000,348.27,349.2,336.4,2018,3,-0.023851513486946717
2018-01-26,342.85,4535457.0000,341.5,344.0,335.71,2018,4,0.015430636180547437
2018-01-29,349.53,4738208.0000,339.85,350.85,338.28,2018,0,0.01948373924456745
2018-01-30,345.82,4710684.0000,345.14,348.27,342.17,2018,1,-0.010614253426029181
2018-01-31,354.31,6199373.0000,347.51,356.19,345.19,2018,2,0.02455034410965245
2018-02-01,349.25,4187440.0000,351.0,359.66,348.63,2018,3,-0.01428127910586775
2018-02-02,343.75,3696157.0000,348.44,351.95,340.51,2018,4,-0.015748031496062992
2018-02-05,333.13,4441166.0000,337.97,344.47,333.0,2018,0,-0.030894545454545466
2018-02-06,333.97,5080032.0000,325.21,336.22,323.5,2018,1,0.002521538138264437
2018-02-07,345.0,6729682.0000,338.99,346.0,335.66,2018,2,0.03302691858550161
2018-02-08,315.23,10296420.0000,343.31,348.62,314.6,2018,3,-0.08628985507246371
2018-02-09,310.42,12924430.0000,319.93,320.9845,294.76,2018,4,-0.01525869999682772
2018-02-12,315.73,6224479.0000,316.13,318.08,306.25,2018,0,0.017105856581405843
2018-02-13,323.66,4554631.0000,315.02,324.19,312.5105,2018,1,0.02511639692142022
2018-02-14,322.31,3948077.0000,320.84,326.17,318.52,2018,2,-0.004171043687820623
2018-02-15,334.065,5909823.0000,324.5,334.12,322.4,2018,3,0.03647109925227264
2018-02-16,335.49,5640184.0000,332.5,343.12,331.64,2018,4,0.004265636926945389
2018-02-20,334.77,4005962.0000,334.47,340.84,331.5,2018,1,-0.002146114638290343
2018-02-21,333.3,3207250.0000,336.03,339.6929,333.17,2018,2,-0.004391074469038356
2018-02-22,346.17,6961880.0000,335.53,347.44,334.7501,2018,3,0.03861386138613863
2018-02-23,352.05,5814177.0000,347.83,354.99,347.1,2018,4,0.016985873992547
2018-02-26,357.42,4334500.0000,353.5,359.0,352.355,2018,0,0.015253515125692386
2018-02-27,350.99,4785022.0000,356.25,359.99,350.01,2018,1,-0.017990039729170182
2018-02-28,343.06,6066044.0000,352.57,355.24,342.22,2018,2,-0.022593236274537756
2018-03-01,330.93,6872552.0000,345.01,348.67,330.07,2018,3,-0.035358246370897205
2018-03-02,335.12,5088789.0000,326.98,335.22,322.97,2018,4,0.01266128788565557
2018-03-05,333.35,3820702.0000,332.39,337.75,329.2929,2018,0,-0.005281690140845016
2018-03-06,328.2,4236483.0000,333.75,336.37,327.03,2018,1,-0.01544922753862317
2018-03-07,332.3,5001940.0000,325.44,332.5,321.74,2018,2,0.012492382693479655
2018-03-08,329.1,3514367.0000,332.86,333.3,326.274,2018,3,-0.009629852542882903
2018-03-09,327.17,5502779.0000,324.1,328.49,322.37,2018,4,-0.005864478881798866
2018-03-12,345.51,8252919.0000,328.61,347.21,326.5,2018,0,0.056056484396491045
2018-03-13,341.84,5960636.0000,344.92,345.12,336.2635,2018,1,-0.010621979103354507
2018-03-14,326.63,7952152.0000,336.76,339.81,323.93,2018,2,-0.04449450035104137
2018-03-15,325.6,6554568.0000,329.38,332.85,321.1,2018,3,-0.003153415179254731
2018-03-16,321.35,6113365.0000,325.96,327.4,319.07,2018,4,-0.013052825552825552
2018-03-19,313.56,7467890.0000,316.5,320.75,309.67,2018,0,-0.024241481250972523
2018-03-20,310.55,4761031.0000,314.87,316.25,308.76,2018,1,-0.009599438703916286
2018-03-21,316.53,5954247.0000,310.25,322.44,310.19,2018,2,0.019256158428594305
2018-03-22,309.1,4924928.0000,313.89,318.82,308.18,2018,3,-0.02347328847186665
2018-03-23,301.54,6639960.0000,311.25,311.61,300.45,2018,4,-0.02445810417340667
2018-03-26,304.18,8364937.0000,307.34,307.59,291.36,2018,0,0.00875505737215622
2018-03-27,279.18,13787060.0000,304.0,304.27,277.18,2018,1,-0.08218817805246893
2018-03-28,257.78,20962280.0000,264.58,268.68,252.1,2018,2,-0.07665305537645975
2018-03-29,266.13,15014440.0000,256.49,270.9599,248.21,2018,3,0.03239196213825752
2018-04-02,252.48,16093290.0000,256.26,260.3318,244.5901,2018,0,-0.051290722579190644
2018-04-03,267.53,18829650.0000,269.82,273.35,254.49,2018,1,0.059608681875792074
2018-04-04,286.94,19880180.0000,252.78,288.37,252.0,2018,2,0.07255261092213967
2018-04-05,305.72,19025860.0000,289.34,306.26,288.2,2018,3,0.06544922283404206
2018-04-06,299.3,13516530.0000,301.0,309.28,295.5,2018,4,-0.020999607483972314
2018-04-09,289.66,10241410.0000,300.37,309.5,289.21,2018,0,-0.03220848646842628
2018-04-10,304.7,11017010.0000,298.97,307.1,293.68,2018,1,0.05192294414140704
2018-04-11,300.93,7470204.0000,300.74,308.98,299.66,2018,2,-0.012372825730226394
2018-04-12,294.08,7595525.0000,302.32,303.95,293.68,2018,3,-0.022762768750207763
2018-04-13,300.34,7319225.0000,303.6,303.9499,295.98,2018,4,0.021286724700761667
2018-04-16,291.21,6289497.0000,299.0,299.66,289.01,2018,0,-0.03039888126789637
